id,name,state,area,area_id,wikipedia,wikipedia__en,group_id,group,term,source,coalition,coalition_id,name__en,image,gender,identifier__isni,identifier__viaf,identifier__gnd,identifier__lcauth,identifier__sudoc,birth_date,death_date,identifier__freebase,given_name,identifier__nta,identifier__oxforddnb,identifier__munzinger,family_name,identifier__musicbrainz,identifier__nla,identifier__nndb,identifier__npg,identifier__cantic,identifier__fifa,website,identifier__bnf
lim_lip_eng,Lim Lip Eng,Federal Territory of Kuala Lumpur,"Segambut, Federal Territory of Kuala Lumpur",P117-12,http://en.wikipedia.org/wiki/Lim_Lip_Eng,Lim Lip Eng,DAP,Democratic Action Party,12,,Pakatan Rakyat,PR,Lim Lip Eng,,male,,,,,,1972-01-01,,,,,,,,,,,,,,,
zulhasnan_rafique,Zulhasnan Rafique,Federal Territory of Kuala Lumpur,"Setiawangsa, Federal Territory of Kuala Lumpur",P118-12,http://en.wikipedia.org/wiki/Zulhasnan_Rafique,Zulhasnan Rafique,UMNO,United Malays National Organisation,12,,Barisan Nasional,BN,Zulhasnan Rafique,,male,,,,,,,,/m/03cctjj,,,,,,,,,,,,,
fong_kui_lun,Fong Kui Lun,Federal Territory of Kuala Lumpur,"Bukit Bintang, Federal Territory of Kuala Lumpur",P120-12,http://en.wikipedia.org/wiki/Fong_Kui_Lun,Fong Kui Lun,DAP,Democratic Action Party,12,,Pakatan Rakyat,PR,Fong Kui Lun,,male,,,,,,1946-09-28,,,,,,,,,,,,,,,
nurul_izzah_anwar,Nurul Izzah Anwar,Federal Territory of Kuala Lumpur,"Lembah Pantai, Federal Territory of Kuala Lumpur",P121-12,http://en.wikipedia.org/wiki/Nurul_Izzah_Anwar,Nurul Izzah Anwar,PKR,People's Justice Party,12,,Pakatan Rakyat,PR,Nurul Izzah Anwar,,female,,,,,,1980-11-19,,,,,,,,,,,,,,http://nurulizzah.com/site/,
teresa_kok,Teresa Kok Suh Sim,Federal Territory of Kuala Lumpur,"Seputeh, Federal Territory of Kuala Lumpur",P122-12,http://en.wikipedia.org/wiki/Teresa_Kok,Teresa Kok,DAP,Democratic Action Party,12,,Pakatan Rakyat,PR,Teresa Kok,,female,,282090353,,,,1964-03-31,,/m/05vhj6,Teresa,,,,Guo,,,,,,,,
tan_kok_wai,Tan Kok Wai,Federal Territory of Kuala Lumpur,"Cheras, Federal Territory of Kuala Lumpur",P123-12,http://en.wikipedia.org/wiki/Tan_Kok_Wai,Tan Kok Wai,DAP,Democratic Action Party,12,,Pakatan Rakyat,PR,Tan Kok Wai,,male,,,,,,1957-10-07,,/m/09v6rbk,Tan,,,,,,,,,,,,
abdul_khalid_ibrahim,Abdul Khalid Ibrahim,Federal Territory of Kuala Lumpur,"Bandar Tun Razak, Federal Territory of Kuala Lumpur",P124-12,http://en.wikipedia.org/wiki/Abdul_Khalid_Ibrahim,Abdul Khalid Ibrahim,PKR,People's Justice Party,12,,Pakatan Rakyat,PR,,,,,,,,,,,,,,,,,,,,,,,,
tengku_adnan_tengku_mansor,Tengku Adnan Tengku Mansor,Federal Territory of Putrajaya,"Putrajaya, Federal Territory of Putrajaya",P125-12,http://en.wikipedia.org/wiki/Tengku_Adnan_Tengku_Mansor,Tengku Adnan Tengku Mansor,UMNO,United Malays National Organisation,12,,Barisan Nasional,BN,Tengku Adnan Tengku Mansor,,male,,,,,,1950-12-20,,,,,,,,,,,,,,,
rais_yatim,Rais Yatim,Negeri Sembilan,"Jelebu, Negeri Sembilan",P126-12,http://en.wikipedia.org/wiki/Rais_Yatim,Rais Yatim,UMNO,United Malays National Organisation,12,,Barisan Nasional,BN,Rais Yatim,https://upload.wikimedia.org/wikipedia/commons/9/94/Rais_Yatim_cropped.jpg,male,0000 0000 8438 1613,33533091,,,140407227,1942-04-15,,/m/0kst_7,,,,,,,,,,,,,
lilah_yassin,Lilah Yassin,Negeri Sembilan,"Jempol, Negeri Sembilan",P127-12,http://en.wikipedia.org/wiki/Lilah_Yassin,Lilah Yassin,UMNO,United Malays National Organisation,12,,Barisan Nasional,BN,Lilah Yassin,,male,,,,,,,,,,,,,,,,,,,,,
john_fernandez_(malaysian_politician),John Fernandez,Negeri Sembilan,"Seremban, Negeri Sembilan",P128-12,http://en.wikipedia.org/wiki/John_Fernandez_(Malaysian_politician),John Fernandez (Malaysian politician),DAP,Democratic Action Party,12,,Pakatan Rakyat,PR,John Fernandez,,male,,,,,,,,,John,,,,,,,,,,,,
hassan_malek,Hassan Malek,Negeri Sembilan,"Kuala Pilah, Negeri Sembilan",P129-12,http://en.wikipedia.org/wiki/Hassan_Malek,Hassan Malek,UMNO,United Malays National Organisation,12,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
loke_siew_fook,Loke Siew Fook,Negeri Sembilan,"Rasah, Negeri Sembilan",P130-12,http://en.wikipedia.org/wiki/Loke_Siew_Fook,Loke Siew Fook,DAP,Democratic Action Party,12,,Pakatan Rakyat,PR,Loke Siew Fook,,male,,,,,,1976-02-05,,,,,,,,,,,,,,,
khairy_jamaluddin,Khairy Jamaluddin,Negeri Sembilan,"Rembau, Negeri Sembilan",P131-12,http://en.wikipedia.org/wiki/Khairy_Jamaluddin,Khairy Jamaluddin,UMNO,United Malays National Organisation,12,,Barisan Nasional,BN,Khairy Jamaluddin,,male,,101139333,,,,1976-01-10,,/m/07df84,,,,,,,,,,,,,
kamarul_bahrin_abbas,Kamarul Bahrin Abbas,Negeri Sembilan,"Telok Kemang, Negeri Sembilan",P132-12,http://en.wikipedia.org/wiki/Kamarul_Bahrin_Abbas,Kamarul Bahrin Abbas,PKR,People's Justice Party,12,,Pakatan Rakyat,PR,,,,,,,,,,,,,,,,,,,,,,,,
shaziman_abu_mansor,Shaziman Abu Mansor,Negeri Sembilan,"Tampin, Negeri Sembilan",P133-12,http://en.wikipedia.org/wiki/Shaziman_Abu_Mansor,Shaziman Abu Mansor,UMNO,United Malays National Organisation,12,,Barisan Nasional,BN,Shaziman Abu Mansor,,male,,,,,,1964-01-20,,,,,,,,,,,,,,,
abu_seman_yusop,Abu Seman Yusop,Malacca,"Masjid Tanah, Malacca",P134-12,http://en.wikipedia.org/wiki/Abu_Seman_Yusop,Abu Seman Yusop,UMNO,United Malays National Organisation,12,,Barisan Nasional,BN,Abu Seman Yusop,,male,,,,,,,,,,,,,,,,,,,,,
fong_chan_onn,Fong Chan Onn,Malacca,"Aloh Gajah, Malacca",P135-12,http://en.wikipedia.org/wiki/Fong_Chan_Onn,Fong Chan Onn,MCA,Malaysian Chinese Association,12,,Barisan Nasional,BN,Fong Chan Onn,,male,,,,,,1944-01-01,,/m/0ghtk8,,,,,,,,,,,,,
idris_haron,Idris Haron,Malacca,"Tangga Batu, Malacca",P136-12,http://en.wikipedia.org/wiki/Idris_Haron,Idris Haron,UMNO,United Malays National Organisation,12,,Barisan Nasional,BN,Idris Haron,,male,,,,,,1966-05-13,,/m/0b6ghwc,,,,,,,,,,,,,
md_sirat_abu,Md Sirat Abu,Malacca,"Bukit Katil, Malacca",P137-12,http://en.wikipedia.org/wiki/Md_Sirat_Abu,Md Sirat Abu,UMNO,United Malays National Organisation,12,,Barisan Nasional,BN,Md Sirat Abu,,male,,,,,,,,/m/0b6m3tv,,,,,,,,,,,,,
sim_tong_him,Sim Tong Him,Malacca,"Kota Melaka, Malacca",P138-12,http://en.wikipedia.org/wiki/Sim_Tong_Him,Sim Tong Him,DAP,Democratic Action Party,12,,Pakatan Rakyat,PR,Sim Tong Him,,male,,,,,,1948-09-08,,,,,,,,,,,,,,,
ahmad_hamzah,Ahmad Hamzah,Malacca,"Jasin, Malacca",P139-12,http://en.wikipedia.org/wiki/Ahmad_Hamzah,Ahmad Hamzah,UMNO,United Malays National Organisation,12,,Barisan Nasional,BN,Ahmad Hamzah,,male,,,,,,,,,Ahmad,,,,,,,,,,,,
subramaniam_sathasivam,Subramaniam Sathasivam,Johor,"Segamat, Johor",P140-12,http://en.wikipedia.org/wiki/Subramaniam_Sathasivam,Subramaniam Sathasivam,MIC,Malaysian Indian Congress,12,,Barisan Nasional,BN,Subramaniam Sathasivam,,male,,,,,,1953-04-01,,,,,,,,,,,,,,,
baharum_mohamed,Baharum Mohamed,Johor,"Sekijang, Johor",P141-12,http://en.wikipedia.org/wiki/Baharum_Mohamed,Baharum Mohamed,UMNO,United Malays National Organisation,12,,Barisan Nasional,BN,Baharum Mohamed,,male,,,,,,1957-02-04,,/m/0b6g38j,,,,,,,,,,,,,
chua_tee_yong,Chua Tee Yong,Johor,"Labis, Johor",P142-12,http://en.wikipedia.org/wiki/Chua_Tee_Yong,Chua Tee Yong,MCA,Malaysian Chinese Association,12,,Barisan Nasional,BN,Chua Tee Yong,,male,,,,,,,,/m/0b6k7xb,,,,,,,,,,,,,
muhyiddin_yassin,Muhyiddin Yassin,Johor,"Pagoh, Johor",P143-12,http://en.wikipedia.org/wiki/Muhyiddin_Yassin,Muhyiddin Yassin,UMNO,United Malays National Organisation,12,,Barisan Nasional,BN,Muhyiddin Yassin,,male,,60678556,,,,1947-05-15,,/m/0bp276,,,,,,,,,,,,,
hamim_samuri,Hamim Samuri,Johor,"Ledang, Johor",P144-12,http://en.wikipedia.org/wiki/Hamim_Samuri,Hamim Samuri,UMNO,United Malays National Organisation,12,,Barisan Nasional,BN,Hamim Samuri,,male,,,,,,,,,,,,,,,,,,,,,
er_teck_hwa,Er Teck Hwa,Johor,"Bakri, Johor",P145-12,http://en.wikipedia.org/wiki/Er_Teck_Hwa,Er Teck Hwa,DAP,Democratic Action Party,12,,Pakatan Rakyat,PR,Er Teck Hwa,https://upload.wikimedia.org/wikipedia/commons/f/fe/Er_Teck_Hwa.jpg,male,,,,,,1972-12-17,,/m/0b6d4rb,,,,,,,,,,,,,
razali_ibrahim,Razali Ibrahim,Johor,"Muar, Johor",P146-12,http://en.wikipedia.org/wiki/Razali_Ibrahim,Razali Ibrahim,UMNO,United Malays National Organisation,12,,Barisan Nasional,BN,Razali Ibrahim,,male,,,,,,1970-10-14,,/m/0b6ndpv,,,,,,,,,,,,,
noraini_ahmad,Noraini Ahmad,Johor,"Parit Sulong, Johor",P147-12,http://en.wikipedia.org/wiki/Noraini_Ahmad,Noraini Ahmad,UMNO,United Malays National Organisation,12,,Barisan Nasional,BN,Noraini Ahmad,,female,,,,,,,,,,,,,,,,,,,,,
wee_ka_siong,Wee Ka Siong,Johor,"Ayer Hitam, Johor",P148-12,http://en.wikipedia.org/wiki/Wee_Ka_Siong,Wee Ka Siong,MCA,Malaysian Chinese Association,12,,Barisan Nasional,BN,Wee Ka Siong,,male,,,,,,1968-10-20,,/m/04f4l73,,,,,,,,,,,,,
mohamed_aziz,Mohamed Aziz,Johor,"Sri Gading, Johor",P149-12,http://en.wikipedia.org/wiki/Mohamed_Aziz,Mohamed Aziz,UMNO,United Malays National Organisation,12,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
mohd_puad_zarkashi,Mohd Puad Zarkashi,Johor,"Batu Pahat, Johor",P150-12,http://en.wikipedia.org/wiki/Mohd_Puad_Zarkashi,Mohd Puad Zarkashi,UMNO,United Malays National Organisation,12,,Barisan Nasional,BN,Mohd Puad Zarkashi,,male,,,,,,1957-07-07,,/m/0b6d8nk,Mohd,,,,,,,,,,,,
liang_teck_meng,Liang Teck Meng,Johor,"Simpang Renggam, Johor",P151-12,http://en.wikipedia.org/wiki/Liang_Teck_Meng,Liang Teck Meng,Gerakan,Parti Gerakan Rakyat Malaysia,12,,Barisan Nasional,BN,Liang Teck Meng,,male,,,,,,1971-01-01,,,,,,,,,,,,,,,
hou_kok_chung,Hou Kok Chung,Johor,"Kluang, Johor",P152-12,http://en.wikipedia.org/wiki/Hou_Kok_Chung,Hou Kok Chung,MCA,Malaysian Chinese Association,12,,Barisan Nasional,BN,Hou Kok Chung,,male,,,,,,1963-01-01,,/m/09v31km,,,,,,,,,,,,,
hishammuddin_hussein,Hishammuddin Hussein,Johor,"Sembrong, Johor",P153-12,http://en.wikipedia.org/wiki/Hishammuddin_Hussein,Hishammuddin Hussein,UMNO,United Malays National Organisation,12,,Barisan Nasional,BN,Hishammuddin Hussein,,male,,,,,,1961-08-05,,,,,,,,,,,,,,,
abdul_latiff_ahmad,Abdul Latiff Ahmad,Johor,"Mersing, Johor",P154-12,http://en.wikipedia.org/wiki/Abdul_Latiff_Ahmad,Abdul Latiff Ahmad,UMNO,United Malays National Organisation,12,,Barisan Nasional,BN,Abdul Latiff Ahmad,,male,,,,,,,,,Abdul,,,,,,,,,,,,
halimah_mohd_sadique,Halimah Mohd Sadique,Johor,"Tenggara, Johor",P155-12,http://en.wikipedia.org/wiki/Halimah_Mohd_Sadique,Halimah Mohd Sadique,UMNO,United Malays National Organisation,12,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
syed_hamid_albar,Syed Hamid Albar,Johor,"Kota Tinggi, Johor",P156-12,http://en.wikipedia.org/wiki/Syed_Hamid_Albar,Syed Hamid Albar,UMNO,United Malays National Organisation,12,,Barisan Nasional,BN,Syed Hamid Albar,,male,,70831399,,,,1944-01-15,,/m/03pbjt,,,,,,,,,,,,,
azalina_othman_said,Azalina Othman Said,Johor,"Pengerang, Johor",P157-12,http://en.wikipedia.org/wiki/Azalina_Othman_Said,Azalina Othman Said,UMNO,United Malays National Organisation,12,,Barisan Nasional,BN,Azalina Othman Said,,female,,,,,,1963-12-31,,,,,,,,,,,,,,,
teng_boon_soon,Teng Boon Soon,Johor,"Tebrau, Johor",P158-12,http://en.wikipedia.org/wiki/Teng_Boon_Soon,Teng Boon Soon,MCA,Malaysian Chinese Association,12,,Barisan Nasional,BN,Teng Boon Soon,,male,,,,,,,,/m/0b6jdt5,,,,,,,,,,,,,
mohamed_khaled_nordin,Mohamed Khaled Nordin,Johor,"Pasir Gudang, Johor",P159-12,http://en.wikipedia.org/wiki/Mohamed_Khaled_Nordin,Mohamed Khaled Nordin,UMNO,United Malays National Organisation,12,,Barisan Nasional,BN,Mohamed Khaled Nordin,,male,,,,,,1958-11-30,,/m/0ksvlm,Mohamed,,,,,,,,,,,,
shahrir_abdul_samad,Shahrir Abdul Samad,Johor,"Johor Bahru, Johor",P160-12,http://en.wikipedia.org/wiki/Shahrir_Abdul_Samad,Shahrir Abdul Samad,UMNO,United Malays National Organisation,12,,Barisan Nasional,BN,Shahrir Abdul Samad,,male,,,,,,1949-11-22,,,,,,,,,,,,,,,
nur_jazlan_mohamed,Nur Jazlan Mohamed,Johor,"Pulai, Johor",P161-12,http://en.wikipedia.org/wiki/Nur_Jazlan_Mohamed,Nur Jazlan Mohamed,UMNO,United Malays National Organisation,12,,Barisan Nasional,BN,Nur Jazlan Mohamed,,male,,,,,,1966-02-15,,/m/0b6njhc,,,,,,,,,,,,,
tan_ah_eng,Tan Ah Eng,Johor,"Gelang Patah, Johor",P162-12,http://en.wikipedia.org/wiki/Tan_Ah_Eng,Tan Ah Eng,MCA,Malaysian Chinese Association,12,,Barisan Nasional,BN,Tan Ah Eng,,female,,,,,,1955-08-22,2013-08-10,/m/0b6hvn7,Tan,,,,,,,,,,,,
ong_ka_ting,Ong Ka Ting,Johor,"Kulai, Johor",P163-12,http://en.wikipedia.org/wiki/Ong_Ka_Ting,Ong Ka Ting,MCA,Malaysian Chinese Association,12,,Barisan Nasional,BN,Ong Ka Ting,,male,,24060707,,n2007203573,,1956-11-15,,/m/05z1nz,,,,,Huang,,,,,,,,
ahmad_maslan,Ahmad Maslan,Johor,"Pontian, Johor",P164-12,http://en.wikipedia.org/wiki/Ahmad_Maslan,Ahmad Maslan,UMNO,United Malays National Organisation,12,,Barisan Nasional,BN,Ahmad Maslan,,male,,,,,,,,,Ahmad,,,,,,,,,,,,
wee_jeck_seng,Wee Jeck Seng,Johor,"Tanjong Piai, Johor",P165-12,http://en.wikipedia.org/wiki/Wee_Jeck_Seng,Wee Jeck Seng,MCA,Malaysian Chinese Association,12,,Barisan Nasional,BN,Wee Jeck Seng,,male,,,,,,,,,,,,,,,,,,,,,
rozman_isli,Rozman Isli,Federal Territory of Labuan,"Labuan, Federal Territory of Labuan",P166-12,,,UMNO,United Malays National Organisation,12,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
abdul_rahim_bakri,Abdul Rahim Bakri,Sabah,"Kudat, Sabah",P167-12,http://en.wikipedia.org/wiki/Abdul_Rahim_Bakri,Abdul Rahim Bakri,UMNO,United Malays National Organisation,12,,Barisan Nasional,BN,Abdul Rahim Bakri,,male,,,,,,,,/m/0bh7bp2,Abdul,,,,,,,,,,,,
maximus_ongkili,Maximus Johnity Ongkili,Sabah,"Kota Marudu, Sabah",P168-12,http://en.wikipedia.org/wiki/Maximus_Ongkili,Maximus Ongkili,PBS,Parti Bersatu Sabah,12,,Barisan Nasional,BN,Maximus Ongkili,,male,,,,,,1953-10-26,,,Maximus,,,,,,,,,,,,
abdul_rahman_dahlan,Abdul Rahman Dahlan,Sabah,"Kota Belud, Sabah",P169-12,http://en.wikipedia.org/wiki/Abdul_Rahman_Dahlan,Abdul Rahman Dahlan,UMNO,United Malays National Organisation,12,,Barisan Nasional,BN,Abdul Rahman Dahlan,,male,,,,,,,,,Abdul,,,,,,,,,,,,
wilfred_bumburing,Wilfred Bumburing,Sabah,"Tuaran, Sabah",P170-12,http://en.wikipedia.org/wiki/Wilfred_Bumburing,Wilfred Bumburing,IND,Independent politician,12,,,,Wilfred Bumburing,,male,,,,,,,,,Wilfred,,,,,,,,,,,,
eric_majimbun,Eric Majimbun,Sabah,"Sepanggar, Sabah",P171-12,http://en.wikipedia.org/wiki/Eric_Majimbun,Eric Majimbun,SAPP,Sabah Progressive Party,12,,,,Eric Majimbun,,male,,,,,,,,,Eric,,,,,,,,,,,,
hiew_king_chew,Hiew King Chew,Sabah,"Kota Kinabalu, Sabah",P172-12,http://en.wikipedia.org/wiki/Hiew_King_Chew,Hiew King Chew,DAP,Democratic Action Party,12,,Pakatan Rakyat,PR,,,,,,,,,,,,,,,,,,,,,,,,
marcus_mojigoh,Marcus Mojigoh,Sabah,"Putatan, Sabah",P173-12,http://en.wikipedia.org/wiki/Marcus_Mojigoh,Marcus Mojigoh,UPKO,United Pasokmomogun Kadazandusun Murut Organisation,12,,Barisan Nasional,BN,Marcus Mojigoh,,male,,,,,,,,/m/0bmgzx7,Marcus,,,,,,,,,,,,
bernard_giluk_dompok,Bernard Giluk Dompok,Sabah,"Penampang, Sabah",P174-12,http://en.wikipedia.org/wiki/Bernard_Giluk_Dompok,Bernard Giluk Dompok,UPKO,United Pasokmomogun Kadazandusun Murut Organisation,12,,Barisan Nasional,BN,Bernard Giluk Dompok,,male,,,,,,1949-10-07,,/m/03wb1cr,Bernard,,,,,,,,,,,,
rosnah_shirlin,Rosnah Abdul Rashid Shirlin,Sabah,"Papar, Sabah",P175-12,http://en.wikipedia.org/wiki/Rosnah_Shirlin,Rosnah Shirlin,UMNO,United Malays National Organisation,12,,Barisan Nasional,BN,Rosnah Shirlin,https://upload.wikimedia.org/wikipedia/commons/d/da/Rosnah_Shirlin.jpg,female,,,,,,1972-07-10,,,,,,,,,,,,,,,
anifah_aman,Anifah Aman,Sabah,"Kimanis, Sabah",P176-12,http://en.wikipedia.org/wiki/Anifah_Aman,Anifah Aman,UMNO,United Malays National Organisation,12,,Barisan Nasional,BN,Anifah Aman,,male,,,,,,1953-11-16,,/m/03wj1wl,,,,,,,,,,,,,
lajim_ukin,Lajim Ukin,Sabah,"Beaufort, Sabah",P177-12,http://en.wikipedia.org/wiki/Lajim_Ukin,Lajim Ukin,IND,Independent politician,12,,,,Lajim Ukin,,male,,,,,,,,/m/0bmh4ky,,,,,,,,,,,,,
sapawi_ahmad,Sapawi Ahmad,Sabah,"Sipitang, Sabah",P178-12,http://en.wikipedia.org/wiki/Sapawi_Ahmad,Sapawi Ahmad,UMNO,United Malays National Organisation,12,,Barisan Nasional,BN,Sapawi Ahmad,,male,,,,,,,,/m/0bmbxp4,,,,,,,,,,,,,
siringan_gubat,Siringan Gubat,Sabah,"Ranau, Sabah",P179-12,http://en.wikipedia.org/wiki/Siringan_Gubat,Siringan Gubat,UPKO,United Pasokmomogun Kadazandusun Murut Organisation,12,,Barisan Nasional,BN,Siringan Gubat,,male,,,,,,,,,,,,,,,,,,,,,
joseph_pairin_kitingan,Joseph Pairin Kitingan,Sabah,"Keningau, Sabah",P180-12,http://en.wikipedia.org/wiki/Joseph_Pairin_Kitingan,Joseph Pairin Kitingan,PBS,Parti Bersatu Sabah,12,,Barisan Nasional,BN,Joseph Pairin Kitingan,,male,,119411995,1053748981,n89214890,,1940-08-17,,/m/09c_n7,Joseph,,,,,,,,,,,,
raime_unggi,Raime Unggi,Sabah,"Tenom, Sabah",P181-12,http://en.wikipedia.org/wiki/Raime_Unggi,Raime Unggi,UMNO,United Malays National Organisation,12,,Barisan Nasional,BN,Raime Unggi,,male,,,,,,1970-01-01,,,,,,,,,,,,,,,
joseph_kurup,Joseph Kurup,Sabah,"Pensiangan, Sabah",P182-12,http://en.wikipedia.org/wiki/Joseph_Kurup,Joseph Kurup,PBRS,Parti Bersatu Rakyat Sabah,12,,Barisan Nasional,BN,Joseph Kurup,,male,,,,,,,,/m/0bmcjfj,Joseph,,,,,,,,,,,,
ronald_kiandee,Ronald Kiandee,Sabah,"Beluran, Sabah",P183-12,http://en.wikipedia.org/wiki/Ronald_Kiandee,Ronald Kiandee,UMNO,United Malays National Organisation,12,,Barisan Nasional,BN,Ronald Kiandee,,male,,,,,,,,,Ronald,,,,,,,,,,,,
juslie_ajirol,Juslie Ajirol,Sabah,"Libaran, Sabah",P184-12,http://en.wikipedia.org/wiki/Juslie_Ajirol,Juslie Ajirol,UMNO,United Malays National Organisation,12,,Barisan Nasional,BN,Juslie Ajirol,,male,,,,,,,,,,,,,,,,,,,,,
linda_tsen,Linda Tsen Thau Lin,Sabah,"Batu Sapi, Sabah",P185-12,http://en.wikipedia.org/wiki/Linda_Tsen,Linda Tsen,PBS,Parti Bersatu Sabah,12,,Barisan Nasional,BN,Linda Tsen,,female,,,,,,1956-01-01,,/m/0g5qzj0,Linda,,,,,,,,,,,,
liew_vui_keong,Liew Vui Keong,Sabah,"Sandakan, Sabah",P186-12,http://en.wikipedia.org/wiki/Liew_Vui_Keong,Liew Vui Keong,LDP,Liberal Democratic Party,12,,Barisan Nasional,BN,Liew Vui Keong,,male,,,,,,,,,,,,,,,,,,,,,
bung_moktar_radin,Bung Moktar Radin,Sabah,"Kinabatangan, Sabah",P187-12,http://en.wikipedia.org/wiki/Bung_Moktar_Radin,Bung Moktar Radin,UMNO,United Malays National Organisation,12,,Barisan Nasional,BN,Bung Moktar Radin,,male,,,,,,,,,,,,,,,,,,,,,
salleh_kalbi,Salleh Kalbi,Sabah,"Silam, Sabah",P188-12,http://en.wikipedia.org/wiki/Salleh_Kalbi,Salleh Kalbi,UMNO,United Malays National Organisation,12,,Barisan Nasional,BN,Salleh Kalbi,,male,,,,,,,,,,,,,,,,,,,,,
shafie_apdal,Shafie Apdal,Sabah,"Semporna, Sabah",P189-12,http://en.wikipedia.org/wiki/Shafie_Apdal,Shafie Apdal,UMNO,United Malays National Organisation,12,,Barisan Nasional,BN,Shafie Apdal,,male,,,,,,1957-10-20,,/m/0ksx59,Mohd,,,,,,,,,,,,
chua_soon_bui,Chua Soon Bui,Sabah,"Tawau, Sabah",P190-12,http://en.wikipedia.org/wiki/Chua_Soon_Bui,Chua Soon Bui,SAPP,Sabah Progressive Party,12,,,,Chua Soon Bui,,female,,,,,,,,/m/0bmkkzn,,,,,,,,,,,,,
abdul_ghapur_salleh,Abdul Ghapur Salleh,Sabah,"Kalabakan, Sabah",P191-12,http://en.wikipedia.org/wiki/Abdul_Ghapur_Salleh,Abdul Ghapur Salleh,UMNO,United Malays National Organisation,12,,Barisan Nasional,BN,Abdul Ghapur Salleh,,male,,,,,,,,,Abdul,,,,,,,,,,,,
tiki_lafe,Tiki Lafe,Sarawak,"Mas Gading, Sarawak",P192-12,http://en.wikipedia.org/wiki/Tiki_Lafe,Tiki Lafe,SPDP,Sarawak Progressive Democratic Party,12,,Barisan Nasional,BN,Tiki Lafe,,male,,,,,,,,/m/0bmfb08,,,,,,,,,,,,,
wan_junaidi_tuanku_jaafar,Wan Junaidi Tuanku Jaafar,Sarawak,"Santubong, Sarawak",P193-12,http://en.wikipedia.org/wiki/Wan_Junaidi_Tuanku_Jaafar,Wan Junaidi Tuanku Jaafar,PBB,Parti Pesaka Bumiputera Bersatu,12,,Barisan Nasional,BN,Wan Junaidi Tuanku Jaafar,,male,,,,,,,,/m/0bmj4_5,,,,,,,,,,,,,
fadillah_yusof,Fadillah Yusof,Sarawak,"Petra Jaya, Sarawak",P194-12,http://en.wikipedia.org/wiki/Fadillah_Yusof,Fadillah Yusof,PBB,Parti Pesaka Bumiputera Bersatu,12,,Barisan Nasional,BN,Fadillah Yusof,,male,,,,,,1962-04-17,,,,,,,,,,,,,,,
chong_chieng_jen,Chong Chieng Jen,Sarawak,"Bandar Kuching, Sarawak",P195-12,http://en.wikipedia.org/wiki/Chong_Chieng_Jen,Chong Chieng Jen,DAP,Democratic Action Party,12,,Pakatan Rakyat,PR,Chong Chieng Jen,,male,,,,,,1971-02-12,,/m/0dr046,,,,,,,,,,,,,
yong_khoon_seng,Yong Khoon Seng,Sarawak,"Stampin, Sarawak",P196-12,http://en.wikipedia.org/wiki/Yong_Khoon_Seng,Yong Khoon Seng,SUPP,Sarawak United Peoples' Party,12,,Barisan Nasional,BN,Yong Khoon Seng,,male,,,,,,,,/m/0bm9qgk,,,,,,,,,,,,,
sulaiman_abdul_rahman_taib,Sulaiman Abdul Rahman Taib,Sarawak,"Kota Samarahan, Sarawak",P197-12,http://en.wikipedia.org/wiki/Sulaiman_Abdul_Rahman_Taib,Sulaiman Abdul Rahman Taib,PBB,Parti Pesaka Bumiputera Bersatu,12,,Barisan Nasional,BN,Sulaiman Abdul Rahman Taib,,male,,,,,,,,,,,,,,,,,,,,,
james_dawos_mamit,James Dawos Mamit,Sarawak,"Mambong, Sarawak",P198-12,http://en.wikipedia.org/wiki/James_Dawos_Mamit,James Dawos Mamit,PBB,Parti Pesaka Bumiputera Bersatu,12,,Barisan Nasional,BN,James Dawos Mamit,,male,,,,,,,,/m/0bmjgbd,James,,,,,,,,,,,,
richard_riot_jaem,Richard Riot Jaem,Sarawak,"Serian, Sarawak",P199-12,http://en.wikipedia.org/wiki/Richard_Riot_Jaem,Richard Riot Jaem,SUPP,Sarawak United Peoples' Party,12,,Barisan Nasional,BN,Richard Riot Jaem,,male,,,,,,1951-12-01,,,Richard,,,,,,,,,,,,
nancy_shukri,Nancy Shukri,Sarawak,"Batang Sadong, Sarawak",P200-12,http://en.wikipedia.org/wiki/Nancy_Shukri,Nancy Shukri,PBB,Parti Pesaka Bumiputera Bersatu,12,,Barisan Nasional,BN,Nancy Shukri,,female,,,,,,,,,Nancy,,,,,,,,,,,,
rohani_abdul_karim,Rohani Abdul Karim,Sarawak,"Batang Lupar, Sarawak",P201-12,http://en.wikipedia.org/wiki/Rohani_Abdul_Karim,Rohani Abdul Karim,PBB,Parti Pesaka Bumiputera Bersatu,12,,Barisan Nasional,BN,Rohani Abdul Karim,,female,,,,,,,,,,,,,,,,,,,,,
masir_kujat,Masir Kujat,Sarawak,"Sri Aman, Sarawak",P202-12,http://en.wikipedia.org/wiki/Masir_Kujat,Masir Kujat,PRS,Parti Rakyat Sarawak,12,,Barisan Nasional,BN,Masir Kujat,,male,,,,,,,,,,,,,,,,,,,,,
