id,name__fr,name__en,name__ro,name,wikipedia__ro,gender,birth_date,given_name,name__nl,name__de,name__it,wikipedia__en,name__ru,name__mo,wikipedia__ru,wikipedia__commons,name__es,name__uk,wikipedia__fr,wikipedia__uk,death_date,name__pl,wikipedia__pl,image,identifier__freebase,name__az,name__tr,wikipedia__az,wikipedia__de,wikipedia__nl,wikipedia__tr,name__et,name__sv,name__cs,name__lmo,name__de_ch,name__en_ca,name__en_gb,name__lb,name__oc,name__ca,name__hu,name__fi,name__he,name__sr,name__la,name__sk,name__nb,name__da,name__nn,name__zh,name__mk,wikipedia__cs,wikipedia__da,wikipedia__es,wikipedia__et,wikipedia__fi,wikipedia__he,wikipedia__hu,wikipedia__it,wikipedia__la,wikipedia__lb,wikipedia__lmo,wikipedia__sr,wikipedia__sv,wikipedia__zh,name__el,wikipedia__el,identifier__ISNI,identifier__VIAF,identifier__NTA,name__pt,wikipedia__pt,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__gd,name__be,name__ko,name__gl,name__id,name__ja,name__sh,name__eo,name__sr_el,name__sr_ec,name__be_tarask,name__cy,name__bg,name__io,name__ka,name__lt,name__jv,name__eu,name__ar,name__lv,name__sco,wikipedia__ar,wikipedia__be_x_old,wikipedia__be,wikipedia__bg,wikipedia__ca,wikipedia__cy,wikipedia__eo,wikipedia__eu,wikipedia__gd,wikipedia__gl,wikipedia__id,wikipedia__io,wikipedia__ja,wikipedia__jv,wikipedia__ka,wikipedia__ko,wikipedia__lt,wikipedia__lv,wikipedia__mo,wikipedia__nn,wikipedia__no,wikipedia__oc,wikipedia__sco,wikipedia__sh,identifier__GND,identifier__LCAuth,identifier__SUDOC,name__pt_br,name__yo,name__vi,name__is,wikipedia__is,wikipedia__plwikiquote,wikipedia__vi,wikipedia__yo,identifier__BNF,wikipedia__nds,name__nds,original_wikiname,wikipedia__fa,name__fa,identifier__Britannica,name__ady,identifier__FAST,last_seen,wikipedia__hy,name__hy,facebook,identifier__PACE,name__af,name__an,name__ast,name__bar,name__bm,name__br,name__co,name__de_at,name__frc,name__frp,name__fur,name__ga,name__gsw,name__hr,name__ia,name__ie,name__jam,name__kab,name__kg,name__li,name__lij,name__mg,name__min,name__ms,name__nap,name__nds_nl,name__nrm,name__pap,name__pcd,name__pms,name__prg,name__rgn,name__rm,name__sc,name__scn,name__sw,name__vec,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu,occupation,wikipedia__gag,name__gag,name__xmf,wikipedia__ruwikinews,wikipedia__xmf,name__tt,wikipedia__tt,website,name__sl,name__ceb,wikipedia__uz,twitter,name__uz
Q451235,Igor Corman,Igor Corman,Igor Corman,Igor Corman,Igor Corman,male,1969-12-17,Igor,Igor Corman,Igor Corman,,Igor Corman,"Корман, Игорь",Igor Corman,"Корман, Игорь",Category:Igor Corman,Igor Corman,Ігор Корман,,Ігор Корман,,Igor Corman,Igor Corman,https://upload.wikimedia.org/wikipedia/commons/0/01/CORMAN_Igor.JPG,/m/0bbzzmz,,,,Igor Corman,,,,,,,,,,,,,Igor Corman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Игор Корман,,,,,,,,,,,,Игор Корман,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Igor Corman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,diplomat,,,,,,,,,,,,,
Q4527892,,Inna Șupac,Inna Șupac,Inna Șupac,Inna Șupac,female,1984-02-09,Inna,Inna Șupac,,,,"Шупак, Инна",,"Шупак, Инна",,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/2/23/Inna_Supac.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inna Șupac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,
Q4752069,Anatol Șalaru,Anatol Șalaru,Anatol Șalaru,Anatol Șalaru,Anatol Șalaru,male,1962-02-02,Anatol,Anatol Șalaru,Anatol Șalaru,,Anatol Șalaru,Анатол Шалару,,"Шалару, Анатолий",,,Анатолій Шалару,Anatol Șalaru,Анатолій Шалару,,,,https://upload.wikimedia.org/wikipedia/commons/7/73/Anatol_Șalaru.jpg,,,,,,,,Anatol Șalaru,,,,,,,,,,,,,,,,,,,,,,,,Anatol Șalaru,,,,,,,,,,,,,,,,,,,阿納托里亞·沙拉魯,,阿纳托里亚·沙拉鲁,,,,,,,Anatol Șalaru,,,,,,,,,,,,,,,,,,,,,,,,,,,Anatol Șalaru,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anatolie Șalaru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,physician,,,,,,,,,,,,,
Q4752143,Anatolie Dimitriu,Anatolie Dimitriu,Anatolie Dimitriu,Anatolie Dimitriu,Anatolie Dimitriu,male,1973-06-19,Anatolie,Anatolie Dimitriu,Anatolie Dimitriu,Anatolie Dimitriu,Anatolie Dimitriu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anatolie Dimitriu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,
Q4755885,,Andrei Neguţa,Andrei Neguță,Andrei Neguță,Andrei Neguța,male,1952-07-18,Andrei,Andrei Neguţa,Andrei Neguţa,,Andrei Neguța,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andrei Neguța,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,diplomat,,,,,,,,,,,,,
Q4762065,Angel Agache,Angel Agache,Angel Agache,Angel Agache,Angel Agache,male,1976-08-13,Angel,Angel Agache,Angel Agache,,Angel Agache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angel Agache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,economist,,,,,,,,,,,,,
Q5170538,Corina Fusu,Corina Fusu,Corina Fusu,Corina Fusu,Corina Fusu,female,1959-09-04,Corina,Corina Fusu,Corina Fusu,,Corina Fusu,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/6/6c/Corina_Fusu_(3952134958).jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corina Fusu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalist,,,,,,,,,,,,,
Q5609021,Grigore Belostecinic,Grigore Belostecinic,Grigore Belostecinic,Grigore Belostecinic,Grigore Belostecinic,male,1960-01-07,Grigore,Grigore Belostecinic,Grigore Belostecinic,,Grigore Belostecinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grigore Belostecinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,
Q5609024,Grigore Cobzac,Grigore Cobzac,Grigore Cobzac,Grigore Cobzac,Grigore Cobzac,male,1959-01-31,Grigore,Grigore Cobzac,Grigore Cobzac,Grigore Cobzac,Grigore Cobzac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grigore Cobzac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,
Q57685,Vlad Filat,Vlad Filat,Vladimir Filat,Vladimir Filat,Vlad Filat,male,1969-05-06,Vladimir,Vlad Filat,Vlad Filat,Vlad Filat,Vlad Filat,Владимир Васильевич Филат,Vlad Filat,"Филат, Владимир Васильевич",,Vlad Filat,Влад Філат,Vlad Filat,Влад Філат,,Vlad Filat,Vlad Filat,https://upload.wikimedia.org/wikipedia/commons/8/8c/Vladimir_Filat.jpg,/m/076vvdy,,Vlad Filat,,Vlad Filat,,Vlad Filat,Vlad Filat,Vlad Filat,Vlad Filat,,,,,,Vlad Filat,Vlad Filat,Vlad Filat,Vlad Filat,,Влад Филат,Vladimirus Filat,,Vladimir Filat,Vladimir Filat,Vladimir Filat,弗拉德·费拉特,,Vlad Filat,Vlad Filat,Vlad Filat,Vlad Filat,Vlad Filat,,,Vlad Filat,Vladimirus Filat,,,Влад Филат,Vlad Filat,弗拉德·费拉特,Βλαντ Φιλάτ,Βλαντ Φιλάτ,,170964206,,Vlad Filat,Vlad Filat,,,,,,,,,블라드 필라트,,Vlad Filat,ヴラド・フィラト,,Vlad Filat,,,,,Владимир Филат,,ვლად ფილატი,Vlad Filat,,,فلاد فيلات,,,فلاد فيلات,,,Владимир Филат,,,Vlad Filat,,,,Vlad Filat,,ヴラド・フィラト,,ვლად ფილატი,블라드 필라트,Vlad Filat,,,,,,,,1011827557,,,Vlad Filat,Vlad Filat,Vlad Filat,Vlad Filat,Vlad Filat,Vlad Filat,Vlad Filat,Vlad Filat,,,,Vladimir Filat,ولاد فیلات,ولاد فیلات,,,,,,,VladFilatUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,http://www.filat.md,,,,,
Q58087,Iurie Leancă,Iurie Leancă,Iurie Leancă,Iurie Leancă,Iurie Leancă,male,1963-10-20,Iurie,Iurie Leancă,Iurie Leancă,Iurie Leancă,Iurie Leancă,"Лянкэ, Юрие",,"Лянкэ, Юрий Григорьевич",,Iurie Leancă,Юріє Лянке,Iurie Leancă,Юріє Лянке,,Iurie Leancă,Iurie Leancă,https://upload.wikimedia.org/wikipedia/commons/4/4b/Iurie_Leancă_Senate_of_Poland.JPG,/m/080khc2,,Iurie Leancă,,Iurie Leancă,,Iurie Leancă,Iurie Leancă,Iurie Leancă,Iurie Leancă,Iurie Leancă,Iurie Leancă,Iurie Leancă,Iurie Leancă,Iurie Leancă,Iurie Leancă,Iurie Leancă,Iurie Leancă,Iurie Leancă,יוריה ליאנקה,Јурије Љанка,Iurie Leancă,Iurie Leancă,Iurie Leancă,Iurie Leancă,Iurie Leancă,尤里·良格,Јурие Љанка,Iurie Leancă,Iurie Leancă,Iurie Leancă,Iurie Leancă,Iurie Leancă,יוריה ליאנקה,Iurie Leancă,Iurie Leancă,Iurie Leancă,Iurie Leancă,Iurie Leancă,Јурије Љанка,Iurie Leancă,尤里·良格,,,,,,,,,,,,,,,,,,,ユリエ・レアンカ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iurie Leancă,یوری لیانکا,یوری لیانکا,,,,,,,IurieLeancaUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,
Q6062852,Ion Apostol,Ion Apostol,Ion Apostol,Ion Apostol,Ion Apostol,male,1962-08-21,Ion,Ion Apostol,Ion Apostol,,Ion Apostol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ion Apostol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,
Q6062932,Ion Bălan,Ion Bălan,Ion Bălan,Ion Bălan,Ion Balan,male,1962-05-01,Ion,Ion Bălan,Ion Bălan,,Ion Balan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ion Balan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,
Q6062941,Ion Casian,Ion Casian,Ion Casian,Ion Casian,Ion Casian,male,1949-10-24,Ion,Ion Casian,Ion Casian,Ion Casian,Ion Casian,,,,,Ion Casian,,,,,,,,,,,,,,,,,,,,,,,,,Ion Casian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ion Casian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,
Q6095576,Iurie Chiorescu,Iurie Chiorescu,Iurie Chiorescu,Iurie Chiorescu,,male,1979-03-01,Iurie,Iurie Chiorescu,Iurie Chiorescu,Iurie Chiorescu,Iurie Chiorescu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,
Q61299,Zinaida Greceanîi,Zinaida Greceanîi,Zinaida Greceanîi,Zinaida Greceanîi,Zinaida Greceanîi,female,1956-02-07,Zinaida,Zinaida Greceanîi,Zinaida Greceanîi,Zinaida Greceanîi,Zinaida Greceanîi,Зинаида Петровна Гречаная,,"Гречаная, Зинаида Петровна",Category:Zinaida Greceanîi,Zinaida Greceanîi,Зінаїда Гречана,Zinaida Greceanîi,Гречана Зінаїда Петрівна,,Zinaida Greceanîi,Zinaida Greceanîi,https://upload.wikimedia.org/wikipedia/commons/7/7a/Zinaida_Greceanîi.jpg,/m/03y93kl,,,,Zinaida Greceanîi,Zinaida Greceanîi,,,Zinaida Greceanîi,Zinaida Greceanîi,,Zinaida Greceanîi,,,,Zinaida Greceanîi,Zinaida Greceanîi,Zinaida Greceanîi,Zinaida Greceanîi,זינאידה גרצ'יאני,,,,Zinaida Greceanîi,Zinaida Greceanîi,Zinaida Greceanîi,齐奈达·格雷恰尼,,Zinaida Greceanîi,Zinaida Greceanîi,Zinaida Greceanîi,,Zinaida Greceanîi,,Zinaida Greceanîi,Zinaida Greceanîi,,,,,Zinaida Greceanîi,齐奈达·格雷恰尼,Ζιναΐντα Γκρετσεάνιι,Ζιναΐντα Γκρετσεάνιι,,,,Zinaida Greceanîi,Zinaida Greceanîi,,,,,,,,,,,Zinaida Greceanîi,ジナイダ・グレチャヌイ,,,,,,,Зинаида Гречани,Zinaida Greceanîi,ზინაიდა გრეჩანი,,,,,,,,,,Зинаида Гречани,Zinaida Greceanîi,,,,,,Zinaida Greceanîi,Zinaida Greceanîi,ジナイダ・グレチャヌイ,,ზინაიდა გრეჩანი,,,,,Zinaida Greceanîi,Zinaida Greceanîi,Zinaida Greceanîi,,,,,,Zinaida Greceanîi,,,,,,,,,,,Zinaida Greceanîi,زینایدا گرچانایا,زینایدا گرچانایا,biography/Zinaida-Greceanii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,economist,,,,,,,,http://greceanii.md/,,,,,
Q6756214,Marcel Răducan,Marcel Răducan,Marcel Răducan,Marcel Răducan,Marcel Răducan,male,1967-02-10,Marcel,Marcel Răducan,Marcel Răducan,,Marcel Răducan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marcel Răducan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,
Q6761098,Maria Ciobanu,Maria Ciobanu,Maria Ciobanu,Maria Ciobanu,Maria Ciobanu (deputat),female,1953-03-10,Maria,Maria Ciobanu,Maria Ciobanu,Maria Ciobanu,Maria Ciobanu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maria Ciobanu (deputat),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,
Q6845152,Mihail Moldovanu,Mihail Moldovanu,Mihai Moldovanu,Mihai Moldovanu,Mihai Moldovanu,male,1965-06-07,Mikhail,Mihail Moldovanu,,Mihail Moldovanu,Mihai Moldovanu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mihail Moldovanu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,http://mihaimoldovanu.md/,,,,,
Q6958064,Nae-Simion Pleșca,Nae-Simion Pleșca,Nae-Simion Pleșca,Nae-Simion Pleșca,Nae-Simion Pleșca,male,1957-09-13,,Nae-Simion Pleşca,,,Nae-Simion Pleșca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nae-Simion Pleșca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,
Q6968023,Natalia Gherman,Natalia Gherman,Natalia Gherman,Natalia Gherman,Natalia Gherman,female,1969-03-20,Natalia,Natalia Gherman,Natalia Gherman,Natalia Gherman,Natalia Gherman,Наталья Мирчевна Герман,Natalia Gherman,"Герман, Наталья Мирчевна",Category:Natalia Gherman,Natalia Gherman,Герман Наталя Мірчівна,Natalia Gherman,Наталія Герман,,Natalia Gherman,Natalia Gherman,https://upload.wikimedia.org/wikipedia/commons/b/b1/NataliaGherman̠Wien.jpg,/m/0bh6rdr,,Natalia Gherman,,,,Natalia Gherman,,Natalia Gherman,,,,Natalia Gherman,Natalia Gherman,,,,Natalia Gherman,,,Наталија Герман,Natalia Gherman,,,,,纳塔利娅·盖尔曼,,,,Natalia Gherman,,,,,Natalia Gherman,Natalia Gherman,,,Наталија Герман,Natalia Gherman,纳塔利娅·盖尔曼,Νατάλια Γκέρμαν,Νατάλια Γκέρμαν,0000 0003 9706 0992,292093884,304178934,,,,,,,,,,Наталля Герман,,,,ナタリア・ゲルマン,,,,,Натальля Герман,,,,ნატალია გერმანი,,,,,,,,,,,,,,,,,,,,,ნატალია გერმანი,,,,,,,,,,,,,,,,,,,,,,,,Natalia Gherman,ناتالیا گرمن,ناتالیا گرمن,,,,,Նատալյա Գերման,Նատալյա Գերման,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,philologist,,,,,,,,,,,,,
Q7029292,Nicolae Olaru,Nicolae Olaru,Nicolae Olaru,Nicolae Olaru,Nicolae Olaru,male,1958,Nicolae,Nicolae Olaru,Nicolae Olaru,,Nicolae Olaru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,
Q7155601,Pavel Filip,Pavel Filip,Pavel Filip,Pavel Filip,Pavel Filip,male,1966-04-10,Pavel,Pavel Filip,Pavel Filip,Pavel Filip,Pavel Filip,Павел Филип,,"Филип, Павел",Category:Pavel Filip,Pavel Filip,Павло Філіп,Pavel Filip,Павел Філіп,,Pavel Filip,Pavel Filip,https://upload.wikimedia.org/wikipedia/commons/1/1b/Pavel_Filip_(11322438465)_cropped.jpg,,,Pavel Filip,,Pavel Filip,,Pavel Filip,Pavel Filip,,Pavel Filip,,,Pavel Filip,Pavel Filip,,,Pavel Filip,,,פאבל פיליפ,,Paulus Filip,,,Pavel Filip,,巴维尔·菲利普,,Pavel Filip,,Pavel Filip,Pavel Filip,,פאבל פיליפ,,Pavel Filip,Paulus Filip,,,,,巴维尔·菲利普,Πάβελ Φίλιπ,Πάβελ Φίλιπ,,,,,,,,,,,,,Павел Філіп,파벨 필리프,,,パベル・フィリプ,,,,,,,Павел Филип,Pavel Filip,,,,,,,,,,Павел Філіп,Павел Филип,Pavel Filip,,,,,,,Pavel Filip,パヴェル・フィリプ,,,파벨 필리프,,,,,,,,,,,,,,,,,,,,,,,Pavel Filip,پاول فیلیپ,پاول فیلیپ,,,,,Պավել Ֆիլիպ,Պավել Ֆիլիպ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,engineer,,,,,,Павел Филип,,http://pavelfilip.md/,,,,,
Q7179188,Petru Ştirbate,Petru Știrbate,Petru Știrbate,Petru Știrbate,Petru Știrbate,male,1960-02-08,Petru,Petru Știrbate,Petru Ştirbate,,Petru Știrbate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Petru Știrbate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,
Q7517857,Simion Grişciuc,Simion Grișciuc,Simion Grișciuc,Simion Grișciuc,,male,1977-08-25,,Simion Grişciuc,Simion Grişciuc,,Simion Grișciuc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,
Q7851277,Tudor Deliu,Tudor Deliu,Tudor Deliu,Tudor Deliu,Tudor Deliu,male,1955-10-29,Tudor,Tudor Deliu,Tudor Deliu,Tudor Deliu,Tudor Deliu,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/f/f1/Tudor_Deliu_(2015-10-21).png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tudor Deliu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,
Q7910855,Valentina Buliga,Valentina Buliga,Valentina Buliga,Valentina Buliga,Valentina Buliga,female,1961-09-02,Valentina,Valentina Buliga,Valentina Buliga,,Valentina Buliga,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/c/ca/Valentina_Buliga.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valentina Buliga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,
Q7910866,Valentina Golban,Valentina Golban,Valentina Stratan,Valentina Stratan,Valentina Stratan,female,1962,Valentina,Valentina Golban,Valentina Golban,,Valentina Golban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valentina Stratan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,
Q7911403,Valeriu Ghileţchi,Valeriu Ghileţchi,Valeriu Ghilețchi,Valeriu Ghilețchi,Valeriu Ghilețchi,male,1960-07-08,Valeriu,Valeriu Ghileţchi,Valeriu Ghileţchi,,Valeriu Ghilețchi,"Гилецкий, Валерий Александрович",,"Гилецкий, Валерий Александрович",,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/d/df/Ghiletchi.jpg,/m/0bbx5lh,,,,,,,,,Valeriu Ghileţchi,,,,,,,,,,,,,,,,,,,Valeriu Ghilețchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valeriu Ghilețchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,engineer,,,,,,,,,,,,,
Q7911411,Valeriu Munteanu,Valeriu Munteanu,Valeriu Munteanu,Valeriu Munteanu,Valeriu Munteanu (politician),male,1980-12-28,Valeriu,Valeriu Munteanu,Valeriu Munteanu,,Valeriu Munteanu (politician),"Мунтяну, Валериу",,"Мунтяну, Валериу",,Valeriu Munteanu,Валеріу Мунтяну,,Валеріу Мунтяну,,,,https://upload.wikimedia.org/wikipedia/commons/1/13/Valeriu-Munteanu.jpg,,,,,,,,,,,,,,,,,,Valeriu Munteanu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valeriu Munteanu (politician),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,http://munteanu.md/,,,,,
