id,name__en,name__de,name__nl,name__fr,name,wikipedia__en,gender,occupation,original_wikiname,name__it,birth_date,given_name,death_date,name__so,wikipedia__so,name__id,wikipedia__id,name__hr,name__pt,name__sv,name__es,name__hu,name__hy,wikipedia__hy,name__cy,wikipedia__de,identifier__freebase,wikipedia__simple,image,name__tr,name__ru,wikipedia__ru,name__pl,name__ku_arab,name__ku_latn,name__fi,name__et,name__ja,name__el,name__ar,name__ku,name__th,name__zh,wikipedia__ar,wikipedia__el,wikipedia__es,wikipedia__et,wikipedia__fi,wikipedia__fr,wikipedia__it,wikipedia__ja,wikipedia__ku,wikipedia__nl,wikipedia__pl,wikipedia__sv,wikipedia__th,wikipedia__tr,wikipedia__zh,identifier__VIAF,identifier__SUDOC,name__nb,wikipedia__commons,wikipedia__no,wikipedia__pt,facebook,name__zh_hant,name__zh_cn,name__ca,wikipedia__ca,name__be,name__he,name__oc,name__bg,name__fa,name__ka,name__da,name__lt,name__mg,name__ko,name__vi,name__la,wikipedia__arwikinews,wikipedia__be,wikipedia__bg,wikipedia__da,wikipedia__fa,wikipedia__he,wikipedia__ka,wikipedia__ko,wikipedia__la,wikipedia__lt,wikipedia__mg,wikipedia__oc,wikipedia__ruwikinews,wikipedia__vi,name__uk,wikipedia__uk,identifier__BNF,identifier__leonore,name__zh_hans,name__zh_hk,name__zh_sg,name__zh_tw,name__yo,name__bcl,name__sk,name__cs,name__mwl,name__az,wikipedia__az,wikipedia__bcl,wikipedia__cs,wikipedia__mwl,wikipedia__plwikiquote,wikipedia__sk,wikipedia__srwikinews,wikipedia__yo,name__bn,wikipedia__bn,identifier__LCAuth,identifier__NTA,identifier__Oxforddnb,name__de_at,name__de_ch,name__en_ca,name__en_gb,identifier__GND,name__fo,name__kl,wikipedia__hr,website,identifier__ISNI,name__nn,name__sl,name__uz,wikipedia__uz,twitter,wikipedia__cy,name__sr,identifier__SELIBR,linkedin,family_name,pseudonym,identifier__FAST,identifier__OLID,identifier__Britannica,identifier__Munzinger,wikipedia__azb,name__azb,name__ast,name__sq
Q41694203,Barkhad Ali Salah,,,Barkhad Ali Salah,Barkhad Ali Salah,Barkhad Ali Salah,male,politician,Barkhad Ali Salah,,1932,,2016,,,,,,,,Barkhad Ali Salah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barkhad Ali Salah,,,,,,,,,,,,,,,,Barkhad Ali Salah,
Q4308866,Mohamed Hashi,Mohamed Hashi,Mohamed Hashi,Mohamed Hashi,Mohamed Hashi,Mohamed Hashi,male,politician,Mohamed Hashi,,,Mohamed,,Maxamed Cabdi Xaashi,Maxamed Cabdi Xaashi,,,,,,Mohamed Hashi,Mohamed Hashi,,,,,,,,,Мухаммед Абди Хаши,Мухаммед Абди Хаши,Mohammed Abdi Hashi,,,,,モハメド・アブディ・ハシ,,,,,,,,,,,,,,,,Mohammed Abdi Hashi,,,,,,,,,,,,,,Mohamed Abdi Hashi,Mohamed Abdi Hashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohamed Hashi,,,,,,,,,,,,,,,,,
Q43619748,Abdirahman Mohamed Abdi Hashi,,Abdirahman Mohamed Abdi Hashi,,Abdirahman Mohamed Abdi Hashi,Abdirahman Mohamed Abdi Hashi,male,politician,Abdirahman Mohamed Abdi Hashi,,,,,,,,,,,,Abdirahman Mohamed Abdi Hashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdirahman Mohamed Abdi Hashi,,,,,,,,,,,,,,,,Abdirahman Mohamed Abdi Hashi,
Q452801,Ahmed Abdulahi Waayeel,Mohamed Abdullahi Waayel,Ahmed Abdulahi Waaye,Mohamed Abdullahi Waayel,Ahmed Abdulahi Waayeel,Ahmed Abdulahi Waayeel,male,politician,Ahmed Abdulahi Waayeel,,"",Ahmed,2009-12-03,,,,,,,,Ahmed Abdulahi Waayeel,,,,Ahmed Abdulahi Waayeel,Mohamed Abdullahi Waayel,/m/09gl9yr,,,,,,,,,,,モハメド・アブドラヒ・ワエレ,,,,,,,,,,,,,モハメド・アブドラヒ・ワエレ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ahmed Abdulahi Waaye,,,,,,,,,,,,,,,,,
Q4664939,Abdi Farah,Abdi Farah,Abdi Farah,Abdi Farah,Abdi Farah,Abdi Farah,male,politician,Abdi Farah,Abdi Farah,,Abdi,,,,,,,,,Abdi Farah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdi Farah,,,,,,,,,,,,,,,,Abdi Farah,
Q4664947,Abdi Mohamed Ulusso,Abdi Mohamed Ulusso,Abdi Mohamed Ulusso,Abdi Mohamed Ulusso,Abdi Mohamed Ulusso,Abdi Mohamed Ulusso,male,politician,Abdi Mohamed Ulusso,Abdi Mohamed Ulusso,1958-07-01,Abdi,,,,,,,,,Abdi Mohamed Ulusso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdi Mohamed Ulusso,,,,,,,,,,,,,,,,Abdi Mohamed Ulusso,
Q4664954,Abdi Shire Warsame,Abdi Shire Warsame,Abdi Shire Warsame,Abdi Shire Warsame,Abdi Shire Warsame,Abdi Shire Warsame,male,politician,Abdi Shire Warsame,,,Abdi,,,,,,,,,Abdi Shire Warsame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdi Shire Warsame,,,,,,,,,,,,,,,,Abdi Shire Warsame,
Q4664960,Abdiaziz Nur Elmi Koor,Abdiaziz Nur Elmi Koor,Abdiaziz Nur Elmi Koor,Abdiaziz Nur Elmi Koor,Abdiaziz Nur Elmi Koor,Abdiaziz Nur Elmi Koor,male,politician,Abdiaziz Nur Elmi Koor,,,,,,,,,,,,Abdiaziz Nur Elmi Koor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdiaziz Nur Elmi Koor,,,,,,,,,,,,,,,,Abdiaziz Nur Elmi Koor,
Q4664973,Abdikarim Egeh Gulaid,Abdikarim Egeh Gulaid,Abdikarim Egeh Gulaid,Abdikarim Egeh Gulaid,Abdikarim Egeh Gulaid,Abdikarim Egeh Gulaid,male,politician,Abdikarim Egeh Gulaid,,,,,,,,,,,,Abdikarim Egeh Gulaid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdikarim Egeh Gulaid,,,,,,,,,,,,,,,,Abdikarim Egeh Gulaid,
Q4664983,Abdilwali Hersi Abdille Indhaguran,Abdilwali Hersi Abdille Indhaguran,Abdilwali Hersi Abdille Indhaguran,Abdilwali Hersi Abdille Indhaguran,Abdilwali Hersi Abdille Indhaguran,Abdilwali Hersi Abdille Indhaguran,male,politician,Abdilwali Hersi Abdille Indhaguran,,1969,,,,,,,,,,Abdilwali Hersi Abdille Indhaguran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdilwali Hersi Abdille Indhaguran,,,,,,,,,,,,,,,,Abdilwali Hersi Abdille Indhaguran,
Q4664989,Abdurahman Abdullahi,,Abdirahman Abdullahi Baadiyow,Abdirahman Abdullahi Baadiyow,Abdurahman Abdullahi,Abdirahman Abdullahi Baadiyow,male,politician,Abdirahman Abdullahi Baadiyow,,1954,,,,,,,,,,Abdurahman Abdullahi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no2017154106,,,,,,,,,,,,,,Abdirahman Abdullahi Baadiyow,,,,,,,,,,,,,,,,,
Q4664991,Abdirahman Ahmed,Abdirahman Ahmed,Abdirahman Ahmed,Abdirahman Ahmed,Abdirahman Ahmed,Abdirahman Ahmed,male,politician,Abdirahman Ahmed,Abdirahman Ahmed,,Abdirahman,2009-01-15,,,,,,,,Abdirahman Ahmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdirahman Ahmed,,,,,,,,,,,,,,,,Abdirahman Ahmed,
Q4664993,Abdirahman Janaqow,Abdirahman Janaqow,Abdirahman Janaqow,Abdirahman Janaqow,Abdirahman Janaqow,Abdirahman Janaqow,male,politician,Abdirahman Janaqow,,"",Abdirahman,,,,,,,,,Abdirahman Janaqow,,,,,,,,,,,,,,,,,,,,,,,,,Abdirahman Janaqow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdirahman Janaqow,,,,,,,,,,,,,,,,Abdirahman Janaqow,
Q4664995,Abdirahman Mohamud Haji Hassan,Abdirahman Mohamud Haji Hassan,Abdirahman Mohamud Haji Hassan,Abdirahman Mohamud Haji Hassan,Abdirahman Mohamud Haji Hassan,Abdirahman Mohamud Haji Hassan,male,politician,Abdirahman Mohamud Haji Hassan,,,Abdirahman,,,,,,,,,Abdirahman Mohamud Haji Hassan,,,,,,,,,,,,Abdirahman Mohamud Haji Hassan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdirahman Mohamud Haji Hassan,,,,,,,,,,,,,,,,Abdirahman Mohamud Haji Hassan,
Q4664997,Abdirashid Mohamed Hidig,Abdirashid Mohamed Hidig,Abdirashid Mohamed Hidig,Abdirashid Mohamed Hidig,Abdirashid Mohamed Hidig,Abdirashid Mohamed Hidig,male,politician,Abdirashid Mohamed Hidig,Abdirashid Mohamed Hidig,,,,,,,,,,,Abdirashid Mohamed Hidig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdirashid Mohamed Hidig,,,,,,,,,,,,,,,,Abdirashid Mohamed Hidig,
Q4665000,Abdirizak Ibrahim Mohamed Attash,Abdirizak Ibrahim Mohamed Attash,Abdirizak Ibrahim Mohamed Attash,Abdirizak Ibrahim Mohamed Attash,Abdirizak Ibrahim Mohamed Attash,Abdirizak Ibrahim Mohamed Attash,male,politician,Abdirizak Ibrahim Mohamed Attash,,1969,,,,,,,,,,Abdirizak Ibrahim Mohamed Attash,Abdirizak Ibrahim Mohamed Attash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdirizak Ibrahim Mohamed Attash,,,,,,,,,,,,,,,,Abdirizak Ibrahim Mohamed Attash,
Q4665770,Abdulahi Ahmed Afrah,Abdulahi Ahmed Afrah,Abdulahi Ahmed Afrah,Abdulahi Ahmed Afrah,Abdulahi Ahmed Afrah,Abdulahi Ahmed Afrah,male,politician,Abdulahi Ahmed Afrah,Abdulahi Ahmed Afrah,,,,,,,,,,,Abdulahi Ahmed Afrah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdulahi Ahmed Afrah,,,,,,,,,,,,,,,,Abdulahi Ahmed Afrah,
Q4666136,Abdullahi Sheikh Ismail,Abdullahi Sheikh Ismail,Abdullahi Sheikh Ismail,Abdullahi Sheikh Ismail,Abdullahi Sheikh Ismail,Abdullahi Sheikh Ismail,male,politician,Abdullahi Sheikh Ismail,,,Abdullahi,,,,,,,,,Abdullahi Sheikh Ismail,Abdullahi Sheikh Ismail,,,,,,,,,,,,,,,,アブドライ・シェイク・イスマイル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdullahi Sheikh Ismail,,,,,,,,,,,,,,,,Abdullahi Sheikh Ismail,
Q4666174,Abdulrahim Abby Farah,Abdulrahim Abby Farah,Abdulrahim Abby Farah,Abdulrahim Abby Farah,Abdulrahim Abby Farah,Abdulrahim Abby Farah,male,politician,Abdulrahim Abby Farah,,1919-10-22,,2018-05-14,,,,,,,,Abdulrahim Abby Farah,,,,Abdulrahim Abby Farah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdulrahim Abby Farah,,,,Abdulrahim Abby Farah,,,,,,,,,,,,Abdulrahim Abby Farah,
Q4666282,Abdurahman H. H. Osman 'Mallay',,Abdurahman H. H. Osman 'Mallay',Abdurahman H. H. Osman 'Mallay',Abdurahman H. H. Osman 'Mallay',Abdurahman H. H. Osman 'Mallay',male,politician,Abdurahman H. H. Osman 'Mallay',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdurahman H. H. Osman 'Mallay',,,,,,,,,,,,,,,,Abdurahman H. H. Osman 'Mallay',
Q4670560,Abukar Umar Adani,Abukar Umar Adani,Abukar Umar Adani,Abukar Umar Adani,Abukar Umar Adani,Abukar Umar Adani,male,politician,Abukar Umar Adani,,,Abukar,,,,,,,,,Abukar Umar Adani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abukar Umar Adani,,,,,,,,,,,,,,,,Abukar Umar Adani,
Q4681026,Adde Gabow,Adde Gabow,Adde Gabow,Adde Gabow,Adde Gabow,Adde Gabow,male,politician,Adde Gabow,,,,,,,,,,,,Adde Gabow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adde Gabow,,,,,,,,,,,,,,,,Adde Gabow,
Q4682167,Aden Ibrahim Aw Hirsi,Aden Ibrahim Aw Hirsi,Aden Ibrahim Aw Hirsi,Aden Ibrahim Aw Hirsi,Aden Ibrahim Aw Hirsi,Aden Ibrahim Aw Hirsi,male,politician,Aden Ibrahim Aw Hirsi,,1968,Aden,,,,,,,,,,,,,,,,,,,,,,,,,,アデン・イブラヒム・アウ・ヒルシ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aden Ibrahim Aw Hirsi,,,,,,,,,,,,,,,,Aden Ibrahim Aw Hirsi,
Q4682173,Aden Saran-Sor,,Aden Saran-Sor,Aden Saran-Sor,Aden Saran-Sor,Aden Saran-Sor,male,politician,Aden Saran-Sor,Aden Saran-Sor,,Aden,,,,,,,,,Aden Saran-Sor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aden Saran-Sor,,,,,,,,,,,,,,,,Aden Saran-Sor,
Q4695691,Ahmed Abdallah Wayel,Ahmed Abdallah Wayel,Ahmed Abdallah Wayel,Ahmed Abdallah Wayel,Ahmed Abdallah Wayel,Ahmed Abdallah Wayel,male,civil servant,Ahmed Abdallah Wayel,,,Ahmed,,,,,,,,,Ahmed Abdallah Wayel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ahmed Abdallah Wayel,,,,,,,,,,,,,,,,Ahmed Abdallah Wayel,
Q4695701,Ahmed Abdisalam Adan,Ahmed Abdisalam Adan,Ahmed Abdisalam Adan,Ahmed Abdisalam Adan,Ahmed Abdisalam Adan,Ahmed Abdisalam Adan,male,politician,Ahmed Abdisalam Adan,Ahmed Abdisalam Adan,1959,Ahmed,,,,,,,,,Ahmed Abdisalam Adan,Ahmed Abdisalam Adan,,,,,/m/0p8zg73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ahmed Abdisalam Adan,,,,,,,,,,,,,,,,Ahmed Abdisalam Adan,
Q4695750,Ahmed Ali Salaad,Ahmed Ali Salaad,Ahmed Ali Salaad,Ahmed Ali Salaad,Ahmed Ali Salaad,Ahmed Ali Salaad,male,politician,Ahmed Ali Salaad,Ahmed Ali Salaad,,Ahmed,,,,,,,,,Ahmed Ali Salaad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ahmed Ali Salaad,,,,,,,,,,,,,,,,Ahmed Ali Salaad,
Q4695811,Ahmed Farah Dualeh,Ahmed Farah Dualeh,Ahmed Farah Dualeh,Ahmed Farah Dualeh,Ahmed Farah Dualeh,Ahmed Farah Dualeh,male,politician,Ahmed Farah Dualeh,Ahmed Farah Dualeh,,Ahmed,,,,,,,,,Ahmed Farah Dualeh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ahmed Farah Dualeh,,,,,,,,,,,,,,,,Ahmed Farah Dualeh,
Q4695867,Ahmed Ismail Samatar,Ahmed Ismail Samatar,,Ahmed Ismail Samatar,Ahmed Ismail Samatar,Ahmed Ismail Samatar,male,somalist,,Ahmed Ismail Samatar <br> أحمد إسماعيل سمتر,1950,Ahmed,,,,,,,,,Ahmed Ismail Samatar,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/d/d3/Professor_Samatar.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14810108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n85035882,074385119,,,,,,,,,,,0000 0000 8093 6562,,Ahmed Ismail Samatar,,,,,,,,,,,,,,,,,
Q4695916,Ahmed Mohamed Gulaid,Ahmed Mohamed Gulaid,Ahmed Mohamed Gulaid,Ahmed Mohamed Gulaid,Ahmed Mohamed Gulaid,Ahmed Mohamed Gulaid,male,politician,Ahmed Mohamed Gulaid,,1930-06-16,Ahmed,1992-12-21,,,,,,,,Ahmed Mohamed Gulaid,,,,,,,,,,,,,,,,,,,أحمد محمد غوليد,,,,أحمد محمد غوليد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ahmed Mohamed Gulaid,,,,,,,,,,,,,,,,Ahmed Mohamed Gulaid,
Q4695919,Ahmed Mohamed Iman,Ahmed Mohamed Iman,Ahmed Mohamed Iman,Ahmed Mohamed Iman,Ahmed Mohamed Iman,Ahmed Mohamed Iman,male,politician,Ahmed Mohamed Iman,Ahmed Mohamed Iman,,Ahmed,,,,,,,,,Ahmed Mohamed Iman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ahmed Mohamed Iman,,,,,,,,,,,,,,,,Ahmed Mohamed Iman,
Q4696015,Ahmed Sheik M. Mohamud,,Ahmed Sheik M. Mohamud,Ahmed Sheik M. Mohamud,Ahmed Sheik M. Mohamud,Ahmed Sheik M. Mohamud,male,politician,Ahmed Sheik M. Mohamud,,,Ahmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ahmed Sheik M. Mohamud,,,,,,,,,,,,,,,,Ahmed Sheik M. Mohamud,
Q4696050,Ahmed Warsame,Ahmed Warsame,Ahmed Warsame,Ahmed Warsame,Ahmed Warsame,Ahmed Warsame,male,politician,Ahmed Warsame,,,Ahmed,,,,,,,,,Ahmed Warsame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ahmed Warsame,,,,,,,,,,,,,,,,Ahmed Warsame,
Q4724530,Ali Abdikadir Mo'allim,Ali Abdikadir Mo'allim,Ali Abdikadir Mo'allim,Ali Abdikadir Mo'allim,Ali Abdikadir Mo'allim,Ali Abdikadir Mo'allim,male,politician,Ali Abdikadir Mo'allim,,,Ali,,,,,,,,,Ali Abdikadir Mo'allim,,,,,,,,,,,,,,,,,,,علي عبد القادر معلم,,,,علي عبد القادر معلم,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ali Abdikadir Mo'allim,,,,,,,,,,,,,,,,Ali Abdikadir Mo'allim,
Q4725026,Ali Mohamed Osoble,Ali Mohamed Osoble,Ali Mohamed Osoble,Ali Mohamed Osoble,Ali Mohamed Osoble,Ali Mohamed Osoble,male,politician,Ali Mohamed Osoble,Ali Mohamed Osoble,1930,Ali,1989,,,,,,,,Ali Mohamed Osoble,,,,,,,,,,,,,,,,,アリ・モハメド・オソブレ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ali Mohamed Osoble,,,,,,,,,,,,,,,,Ali Mohamed Osoble,
Q4725043,Ali Mohamud Abdi,Ali Mohamud Abdi,Ali Mohamud Abdi,Ali Mohamud Abdi,Ali Mohamud Abdi,Ali Mohamud Abdi,male,politician,Ali Mohamud Abdi,Ali Mohamud Abdi,,Ali,,,,,,,,,Ali Mohamud Abdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ali Mohamud Abdi,,,,,,,,,,,,,,,,Ali Mohamud Abdi,
Q4725220,Ali Shire Warsame,Ali Shire Warsame,Ali Shire Warsame,Ali Shire Warsame,Ali Shire Warsame,Ali Shire Warsame,male,politician,Ali Shire Warsame,,"",Ali,1999,,,,,,,,Ali Shire Warsame,,,,,,,,,,,,,,,,,アリ・シレ・ワーサメ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ali Shire Warsame,,,,,,,,,,,,,,,,Ali Shire Warsame,
Q4829657,Awad Ahmed Ashareh,Awad Ahmed Ashareh,Awad Ahmed Ashareh,Awad Ahmed Ashareh,Awad Ahmed Ashareh,Awad Ahmed Ashareh,male,politician,Awad Ahmed Ashareh,,,,,,,,,,,,Awad Ahmed Ashareh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Awad Ahmed Ashareh,,,,,,,,,,,,,,,,Awad Ahmed Ashareh,
Q48731379,Mohamed Ali Nur,,Mohamed Ali Nur,,Mohamed Ali Nur,Mohamed Ali Nur,male,politician,Mohamed Ali Nur,,1962-09-12,,,,,,,,,,Mohamed Ali Nur,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/1/18/Mohamed_Ali_Nur_Americo_former_Presidential_candidate_in_Somalia_and_former_Ambassador_of_Somalia_to_Kenya_(1997_to_2015).jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohamed Ali Nur,,,,,,,,,,,,,,,,Mohamed Ali Nur,
Q4948408,Botan Ise Alin,Botan Ise Alin,Botan Ise Alin,Botan Ise Alin,Botan Ise Alin,Botan Ise Alin,male,politician,Botan Ise Alin,Botan Ise Alin,,,,,,,,,,,Botan Ise Alin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Botan Ise Alin,,,,,,,,,,,,,,,,Botan Ise Alin,
Q50310969,Mohamed Ali Hassan,,Mohamed Ali Hassan,,Mohamed Ali Hassan,Mohamed Ali Hassan,male,politician,Mohamed Ali Hassan,,1974-07-24,,,,,,,,,,Mohamed Ali Hassan,,,,,,,,,,,,,,,,,,,محمد علي حسن,,,,محمد علي حسن (سياسي),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohamed Ali Hassan,,,,,,,,,,,,,,,,Mohamed Ali Hassan,
