id,name__fr,name__ru,name__en,name__sv,name__es,name__nl,name__nb,name__da,name__nn,name__de,name__fi,name__fit,name,wikipedia__en,wikipedia__fr,wikipedia__ru,wikipedia__sv,image,gender,birth_date,identifier__freebase,given_name,website,original_wikiname,identifier__VIAF,name__uk,name__he,wikipedia__uk,name__zh,wikipedia__zh,identifier__BNF,identifier__SUDOC,identifier__ISNI,twitter,name__ta,name__en_ca,name__it,name__en_gb,name__af,name__ar,name__az,name__be,name__bg,name__br,name__ca,name__cs,name__cy,name__el,name__eo,name__et,name__eu,name__fa,name__ga,name__gd,name__hi,name__hr,name__hu,name__id,name__ie,name__io,name__is,name__iu,name__ja,name__ka,name__ko,name__kw,name__la,name__lb,name__lv,name__mn,name__mr,name__ms,name__my,name__oc,name__pdc,name__pl,name__pnb,name__pt,name__pt_br,name__qu,name__ro,name__sh,name__sk,name__sr,name__tl,name__tr,name__ur,name__uz,name__vi,name__yi,name__yo,name__zh_hans,name__pam,name__war,name__zh_hant,name__sq,name__sco,name__an,name__bs,name__gl,name__lmo,name__lt,name__nds,name__nds_nl,name__pms,name__sl,name__vec,name__wa,name__fo,name__kl,name__gsw,name__be_tarask,name__ne,name__pa,name__th,name__mg,name__hy,name__ast,wikipedia__af,wikipedia__ar,wikipedia__ast,wikipedia__az,wikipedia__be_x_old,wikipedia__be,wikipedia__bg,wikipedia__br,wikipedia__ca,wikipedia__commons,wikipedia__cs,wikipedia__cswikiquote,wikipedia__cy,wikipedia__da,wikipedia__de,wikipedia__el,wikipedia__enwikinews,wikipedia__enwikiquote,wikipedia__enwikisource,wikipedia__eo,wikipedia__es,wikipedia__et,wikipedia__eu,wikipedia__fa,wikipedia__fi,wikipedia__ga,wikipedia__gd,wikipedia__gl,wikipedia__he,wikipedia__hewikiquote,wikipedia__hi,wikipedia__hr,wikipedia__hu,wikipedia__hy,wikipedia__id,wikipedia__ie,wikipedia__io,wikipedia__is,wikipedia__it,wikipedia__iu,wikipedia__ja,wikipedia__ka,wikipedia__ko,wikipedia__kw,wikipedia__la,wikipedia__lb,wikipedia__lv,wikipedia__mg,wikipedia__mn,wikipedia__mr,wikipedia__ms,wikipedia__my,wikipedia__ne,wikipedia__nl,wikipedia__nn,wikipedia__no,wikipedia__oc,wikipedia__pam,wikipedia__pa,wikipedia__pdc,wikipedia__pl,wikipedia__pnb,wikipedia__pt,wikipedia__qu,wikipedia__ro,wikipedia__ruwikinews,wikipedia__ruwikiquote,wikipedia__sco,wikipedia__sh,wikipedia__simple,wikipedia__sk,wikipedia__sq,wikipedia__sr,wikipedia__ta,wikipedia__th,wikipedia__tl,wikipedia__tr,wikipedia__ur,wikipedia__uz,wikipedia__vi,wikipedia__war,wikipedia__yi,wikipedia__yo,wikipedia__zhwikiquote,identifier__GND,identifier__LCAuth,identifier__IMDB,identifier__NLA,family_name,identifier__Munzinger,identifier__FAST,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,identifier__NNDB,name__ceb,identifier__MusicBrainz,identifier__discogs,identifier__NTA,name__yue,wikipedia__zh_yue,death_date,name__vmf,facebook,name__mk,name__de_ch,name__zh_yue,name__azb,name__xmf,name__bcl,name__ckb,wikipedia__azb,wikipedia__bcl,wikipedia__ckb,wikipedia__lt,wikipedia__ukwikiquote,wikipedia__xmf,name__bar,name__bm,name__co,name__de_at,name__frc,name__frp,name__fur,name__ia,name__jam,name__kab,name__kg,name__li,name__lij,name__min,name__nap,name__nrm,name__pap,name__pcd,name__prg,name__rgn,name__rm,name__sc,name__scn,name__sr_el,name__sw,name__vls,name__vo,name__wo,name__zu,name__ml,wikipedia__ml,name__ty,identifier__AlloCine,identifier__SFDb,identifier__Britannica,identifier__TED,identifier__CSPAN,identifier__LAC,identifier__elonet,identifier__PORT,last_seen,instagram,identifier__allmovie,identifier__SCOPE,identifier__kinopoisk,wikipedia__frwikinews,identifier__filmportal_de,identifier__CSFD,identifier__senate_nl,honorific_prefix,wikipedia__trwikiquote,name__kn,identifier__PACE,wikipedia__sl,identifier__wikitree,identifier__politifact,identifier__google_knowledge,occupation,wikipedia__bi,name__bi,wikipedia__mai,wikipedia__plwikiquote,name__mai,wikipedia__lmo,identifier__snac,wikipedia__eowikinews,identifier__quora,wikipedia__lad,wikipedia__itwikiquote,name__lad,identifier__youtube,identifier__persee,name__ext,email
Q3476307,Scott Simms,Скотт Симс,Scott Simms,Scott Simms,Scott Simms,Scott Simms,Scott Simms,Scott Simms,Scott Simms,Scott Simms,,,Scott Simms,Scott Simms,Scott Simms,,,,male,1969-08-12,/m/02_jx1,Scott,http://www.scottsimms.com/,Scott Simms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scott Simms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5728,,,,,politician,,,,,,,,,,,,,,,,
Q3476701,Sean Casey,Шон Кэйси,Sean Casey,Sean Casey,,Sean Casey,Sean Casey,Sean Casey,Sean Casey,Sean Casey,,,Sean Casey,Sean Casey (Canadian politician),Sean Casey (homme politique canadien),,,,male,1963-05-16,,Sean,,Sean Casey (Canadian politician),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,
Q349836,Scott Brison,Скотт Брайсон,Scott Brison,Scott Brison,Scott Brison,Scott Brison,Scott Brison,Scott Brison,Scott Brison,Scott Brison,,,Scott Brison,Scott Brison,Scott Brison,"Брайсон, Скотт",,https://upload.wikimedia.org/wikipedia/commons/2/26/Scott_Brison.jpg,male,1967-05-10,/m/01vk56,Scott,,Scott Brison,,,,,,,,,,,,,,,,,,,,,,,,,,,,اسکات بریسون,,,,,Scott Brison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scott Brison,,,,,,,,,اسکات بریسون,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,
Q3499223,Steven Fletcher,Стивен Флетчер,Steven Fletcher,Steven Fletcher,Steven Fletcher,Steven Fletcher,Steven Fletcher,Steven Fletcher,Steven Fletcher,,Steven Fletcher,,Steven Fletcher,Steven Fletcher (politician),Steven Fletcher (homme politique),,,,male,1972-06-17,,Steven,,Steven Fletcher (politician),51517058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Steven Fletcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Steven Fletcher (poliitikko),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,
Q3503377,Sukh Dhaliwal,,Sukh Dhaliwal,Sukh Dhaliwal,Sukh Dhaliwal,Sukh Dhaliwal,Sukh Dhaliwal,Sukh Dhaliwal,Sukh Dhaliwal,Sukh Dhaliwal,,,Sukh Dhaliwal,Sukh Dhaliwal,Sukh Dhaliwal,,,https://upload.wikimedia.org/wikipedia/commons/b/b7/Sukh_Dhaliwal.jpg,male,1960-10-01,,,,Sukh Dhaliwal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sukh Dhaliwal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ਸੁਖ ਧਾਲੀਵਾਲ,,Sukh Dhaliwal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sukh Dhaliwal,,,,,,,,,,,ਸੁਖ ਧਾਲੀਵਾਲ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,engineer,,,,,,,,,,,,,,,,
Q3506957,Sylvain Chicoine,,Sylvain Chicoine,Sylvain Chicoine,,Sylvain Chicoine,Sylvain Chicoine,Sylvain Chicoine,Sylvain Chicoine,Sylvain Chicoine,,,Sylvain Chicoine,Sylvain Chicoine,Sylvain Chicoine,,,,male,1970-07-19,,Sylvain,,Sylvain Chicoine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,
Q3507287,Sylvie Boucher,Сильви Бучер,Sylvie Boucher,Sylvie Boucher,Sylvie Boucher,Sylvie Boucher,Sylvie Boucher,Sylvie Boucher,Sylvie Boucher,Sylvie Boucher,,,Sylvie Boucher,Sylvie Boucher,Sylvie Boucher (femme politique),,,https://upload.wikimedia.org/wikipedia/commons/f/ff/Boucher2015remembranceday.jpg,female,1962-12-18,,Sylvie,,Sylvie Boucher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sylvie Boucher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,
Q3515715,Tarik Brahmi,,Tarik Brahmi,Tarik Brahmi,Tarik Brahmi,Tarik Brahmi,Tarik Brahmi,Tarik Brahmi,Tarik Brahmi,Tarik Brahmi,,,Tarik Brahmi,Tarik Brahmi,Tarik Brahmi,,,https://upload.wikimedia.org/wikipedia/commons/f/f0/TarikBrahmi.jpg,male,1968-05-19,,Tarik,,Tarik Brahmi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tarik Brahmi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,
Q3517031,Ted Hsu,,Ted Hsu,Ted Hsu,Ted Hsu,Ted Hsu,Ted Hsu,Ted Hsu,Ted Hsu,Ted Hsu,,,Ted Hsu,Ted Hsu,Ted Hsu,,,https://upload.wikimedia.org/wikipedia/commons/8/84/Ted_Hsu.jpg,male,1964-03-04,,Ted,,Ted Hsu,,,,,,,,,,,,,,,,,,,,,,,,,,,,تد هسو,,,,,Ted Hsu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,تد هسو,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,physicist,,,,,,,,,,,,,,,,
Q3517039,Ted Menzies,,Ted Menzies,Ted Menzies,Ted Menzies,Ted Menzies,Ted Menzies,Ted Menzies,Ted Menzies,Ted Menzies,,,Ted Menzies,Ted Menzies,Ted Menzies,,,,male,1952-02-18,,Ted,,Ted Menzies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ted Menzies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,
Q3528540,Tilly O'Neill-Gordon,,Tilly O'Neill-Gordon,Tilly O'Neill-Gordon,,Tilly O'Neill-Gordon,Tilly O'Neill-Gordon,Tilly O'Neill-Gordon,Tilly O'Neill-Gordon,,,,Tilly O'Neill-Gordon,Tilly O'Neill-Gordon,Tilly O'Neill-Gordon,,,,female,1949-02-16,,Tilly,,Tilly O'Neill-Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,
Q3528703,Tim Uppal,,Tim Uppal,Tim Uppal,,Tim Uppal,Tim Uppal,Tim Uppal,Tim Uppal,Tim Uppal,,,Tim Uppal,Tim Uppal,Tim Uppal,,,https://upload.wikimedia.org/wikipedia/commons/f/fb/Tim_Uppal.jpg,male,1974-11-14,,Tim,,Tim Uppal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,banker,,,,,,,,,,,,,,,,
Q3530781,Tom Lukiwski,,Tom Lukiwski,Tom Lukiwski,Tom Lukiwski,Tom Lukiwski,Tom Lukiwski,Tom Lukiwski,Tom Lukiwski,,,,Tom Lukiwski,Tom Lukiwski,Tom Lukiwski,,,,male,1951-10-05,,Tom,,Tom Lukiwski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tom Lukiwski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,
Q3531723,Tony Clement,"Клемент, Тони",Tony Clement,Tony Clement,Tony Clement,Tony Clement,Tony Clement,Tony Clement,Tony Clement,Tony Clement,,,Tony Clement,Tony Clement,Tony Clement,"Клемент, Тони",,https://upload.wikimedia.org/wikipedia/commons/a/a7/Tony_Clement_2012.jpg,male,1961-01-27,/m/028x30,Tony,http://www.tonyclement.ca,Tony Clement,275073584,,,,甘禮明,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tony Clement,,,,,,トニー・クレメント,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,甘禮明,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,托尼·克莱芒,,,813/000123444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lawyer,,,,,,,,,,,,,,,,
Q3546363,Tyrone Benskin,Тайрон Бенскин,Tyrone Benskin,Tyrone Benskin,Tyrone Benskin,Tyrone Benskin,Tyrone Benskin,Tyrone Benskin,Tyrone Benskin,,,,Tyrone Benskin,Tyrone Benskin,Tyrone Benskin,,,,male,1958-12-29,/m/0bs4htl,Tyrone,http://tyronebenskin.ndp.ca,Tyrone Benskin,,,,,,,,,,,,,,,,,,,,,,,,,,,Tyrone Benskin,,,,,,Tyrone Benskin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nm0072419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129844,365808,,,,,929376,100101,,,p5448,,83168,,,86007,,,,,,,,,,actor,,,,,,,,,,,,,,,,
Q3566825,Wayne Easter,,Wayne Easter,Wayne Easter,Wayne Easter,Wayne Easter,Wayne Easter,Wayne Easter,Wayne Easter,Wayne Easter,,,Wayne Easter,Wayne Easter,Wayne Easter,,,https://upload.wikimedia.org/wikipedia/commons/b/b1/Wayne_Easter.jpg,male,1949-06-22,,Wayne,,Wayne Easter,105964198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wayne Easter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,
Q3566845,Wayne Marston,,Wayne Marston,Wayne Marston,Wayne Marston,Wayne Marston,Wayne Marston,Wayne Marston,Wayne Marston,Wayne Marston,,,Wayne Marston,Wayne Marston,Wayne Marston,,,,male,1947-02-27,,Wayne,,Wayne Marston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wayne Marston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,
Q3571913,Yasmin Ratansi,,Yasmin Ratansi,Yasmin Ratansi,Yasmin Ratansi,Yasmin Ratansi,Yasmin Ratansi,Yasmin Ratansi,Yasmin Ratansi,Yasmin Ratansi,,,Yasmin Ratansi,Yasmin Ratansi,Yasmin Ratansi,,Yasmin Ratansi,https://upload.wikimedia.org/wikipedia/commons/b/be/YasminRatansi.jpg,female,1951-01-04,,Yasmin,,Yasmin Ratansi,78230892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yasmin Ratansi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,
Q3574110,Yvon Godin,,Yvon Godin,Yvon Godin,Yvon Godin,Yvon Godin,Yvon Godin,Yvon Godin,Yvon Godin,Yvon Godin,,,Yvon Godin,Yvon Godin,Yvon Godin,,,https://upload.wikimedia.org/wikipedia/commons/b/b3/Yvon_Godin_2014-05-05.jpg,male,1955-05-12,,Yvon,,Yvon Godin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yvon Godin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,
Q3577309,Ève Péclet,,Ève Péclet,Ève Péclet,,Ève Péclet,Ève Péclet,Ève Péclet,Ève Péclet,Ève Péclet,,,Ève Péclet,Ève Péclet,Ève Péclet,,,,female,1988-12-03,,,,Ève Péclet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,
Q3586234,Élaine Michaud,,Élaine Michaud,Élaine Michaud,Élaine Michaud,Élaine Michaud,Élaine Michaud,Élaine Michaud,Élaine Michaud,Élaine Michaud,,,Élaine Michaud,Élaine Michaud,Élaine Michaud,,,https://upload.wikimedia.org/wikipedia/commons/e/e9/Elaine_Michaud.jpg,female,1985-10-17,,,http://elainemichaud.npd.ca/,Élaine Michaud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Élaine Michaud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michaud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,
Q365736,John Baird,Джон Бэрд,John Baird,John Baird,John Baird,John Baird,John Baird,John Baird,John Baird,John R. Baird,,,John Baird,John Baird (Canadian politician),John Baird (homme politique canadien),"Бэрд, Джон (канадский политик)",,https://upload.wikimedia.org/wikipedia/commons/7/7b/John_Baird_Minister_of_Foreign_Affairs.jpg,male,1969-05-26,/m/030_bk,John,,John Baird (Canadian politician),,Джон Берд,,Джон Берд (міністр),,,,,,,,,,,,,,,,,,John Russell Baird,,,,,,جان برد,,,,,John Baird,,,,,,ジョン・ラッセル・ベアード,,,,John Baird,,,,,,,,,John Baird,,,,,,,,,,,,,,,,,,,約翰·貝爾德,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Russell Baird,,,John Russell Baird,,,,,,,,,جان برد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,约翰·贝尔德,,,842/000165347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,diplomat,,,,,,,,,,,,,,,,
Q366456,Stéphane Dion,Стефан Дион,Stéphane Dion,Stéphane Dion,Stéphane Dion,Stéphane Dion,Stéphane Dion,Stéphane Dion,Stéphane Dion,Stéphane Dion,Stéphane Dion,,Stéphane Dion,Stéphane Dion,Stéphane Dion,"Дион, Стефан",Stéphane Dion,https://upload.wikimedia.org/wikipedia/commons/8/89/Stéphane_Dion.jpg,male,1955-09-28,/m/033829,Stéphane,,Stéphane Dion,9929952,,סטפן דיון,,斯特凡·迪翁,斯特凡·迪翁,12382032q,032875541,0000 0000 8088 9436,HonStephaneDion,ஸ்ரொபோன் டியோன்,,,,,ستيفان ديون,,Стэфан Марыс Дыён,,,,,,,,,,استفان دیون,,,,,Stéphane Dion,,,,,,ステファン・ディオン,,스테판 디옹,,Stephanus Dion,,,,,,,,Stéphane Dion,Stéphane Dion,,Stéphane Dion,,,,,,,,Stéphane Dion,,,,,,斯特凡·迪翁,,,斯特凡·迪翁,,,,,,,,,,,,,,,,,Стэфан Марыс Дыён,,,,,,,,ستيفان ديون,,,Стэфан Марыс Дыён,Стэфан Марыс Дыён,,,,,,,,,Stéphane Dion,,Category:Stéphane Dion,Stéphane Dion,,,Stéphane Dion,,,استفان دیون,Stéphane Dion,,,,סטפן דיון,,,,,,,,,,,,,,스테판 디옹,,Stephanus Dion,,,,,,,,,Stéphane Dion,,Stéphane Dion,,,,Stéphane Dion,Stéphane Dion,,Stéphane Dion,,,,,,,Stéphane Dion,,,,ஸ்ரொபோன் டியோன்,,,Stéphane Dion,,,,,,,,132004615,n88667170,,,,,1487460,斯特凡·迪翁,斯特凡·迪翁,斯特凡·迪翁,斯特凡·迪翁,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,27834,,
