id,name__lb,name__en,name__de,name__fr,name__nds,name__nl,name,wikipedia__lb,gender,birth_date,given_name,original_wikiname,name__it,wikipedia__nl,name__nb,name__da,name__nn,name__sv,wikipedia__de,image,identifier__VIAF,identifier__BNF,name__es,name__hu,identifier__GND,family_name,wikipedia__en,wikipedia__fr,identifier__SUDOC,name__pl,name__ca,name__zh,wikipedia__ca,wikipedia__es,wikipedia__pl,wikipedia__zh,identifier__freebase,name__az,wikipedia__az,wikipedia__commons,wikipedia__it,name__cs,wikipedia__cs,name__ru,name__uk,wikipedia__ru,wikipedia__uk,name__af,name__an,name__ast,name__bar,name__br,name__co,name__cy,name__de_at,name__de_ch,name__en_ca,name__en_gb,name__eo,name__et,name__eu,name__fi,name__frp,name__fur,name__ga,name__gd,name__gl,name__gsw,name__hr,name__ia,name__id,name__ie,name__io,name__is,name__kg,name__li,name__lij,name__mg,name__min,name__ms,name__nap,name__nds_nl,name__nrm,name__oc,name__pcd,name__pms,name__pt,name__pt_br,name__rm,name__ro,name__sc,name__scn,name__sco,name__sk,name__sl,name__sr_el,name__sw,name__vec,name__vi,name__vls,name__vo,name__wa,name__wo,name__zu,identifier__PACE,wikipedia__no,website,name__zh_cn,name__he,name__el,name__la,name__tr,name__ko,name__ja,name__fa,name__ar,wikipedia__ar,wikipedia__ast,wikipedia__el,wikipedia__et,wikipedia__fa,wikipedia__fi,wikipedia__he,wikipedia__hu,wikipedia__id,wikipedia__io,wikipedia__ja,wikipedia__ko,wikipedia__la,wikipedia__plwikiquote,wikipedia__pt,wikipedia__ro,wikipedia__sv,wikipedia__tr,wikipedia__vi,identifier__parlement,twitter,identifier__LCAuth,identifier__EuroparlMEP,name__be,name__yo,name__sr,name__be_tarask,name__sah,name__mr,name__bg,name__ka,name__lt,name__lmo,name__pam,name__lv,name__ta,name__mk,wikipedia__af,wikipedia__be_x_old,wikipedia__be,wikipedia__bg,wikipedia__bgwikiquote,wikipedia__br,wikipedia__cswikiquote,wikipedia__da,wikipedia__dewikinews,wikipedia__dewikiquote,wikipedia__enwikiquote,wikipedia__eo,wikipedia__eu,wikipedia__frwikinews,wikipedia__frwikiquote,wikipedia__gl,wikipedia__ie,wikipedia__itwikiquote,wikipedia__ka,wikipedia__lmo,wikipedia__lt,wikipedia__lv,wikipedia__mr,wikipedia__ms,wikipedia__nds,wikipedia__nn,wikipedia__oc,wikipedia__pam,wikipedia__sah,wikipedia__sco,wikipedia__simple,wikipedia__sk,wikipedia__sl,wikipedia__sr,wikipedia__ta,wikipedia__ukwikiquote,wikipedia__vec,wikipedia__yo,identifier__ISNI,identifier__NTA,identifier__Munzinger,identifier__GNC,identifier__FAST,identifier__Britannica,identifier__GTAA,wikipedia__hsb,name__hsb,wikipedia__eswikiquote,wikipedia__fawikiquote,wikipedia__hr,occupation,wikipedia__rowikinews,identifier__IMDB,wikipedia__ga,wikipedia__fiwikiquote,identifier__quora,wikipedia__ruwikinews,identifier__ne_se,name__hy,wikipedia__hy,identifier__ioc_athlete,name__hi,identifier__whoswho_france,facebook,weblog,linkedin,pseudonym,wikipedia__tl,name__tl,wikipedia__nlwikinews,name__bm,name__frc,name__jam,name__kab,name__pap,name__prg,name__rgn,name__vmf,instagram,wikipedia__is,identifier__NLI,identifier__youtube,wikipedia__uz,death_date,name__uz,wikipedia__enwikisource
Q57661,Jean-Claude Juncker,Jean-Claude Juncker,Jean-Claude Juncker,Jean-Claude Juncker,Jean-Claude Juncker,Jean-Claude Juncker,Jean-Claude Juncker,Jean-Claude Juncker,male,1954-12-09,Jean-Claude,Jean-Claude Juncker,Jean-Claude Juncker,Jean-Claude Juncker,Jean-Claude Juncker,Jean-Claude Juncker,Jean-Claude Juncker,Jean-Claude Juncker,Jean-Claude Juncker,https://upload.wikimedia.org/wikipedia/commons/4/4b/Ioannes_Claudius_Juncker_die_7_Martis_2014.jpg,59397705,15542687k,Jean-Claude Juncker,Jean-Claude Juncker,123288835,,Jean-Claude Juncker,Jean-Claude Juncker,077204859,Jean-Claude Juncker,Jean-Claude Juncker,让-克洛德·容克,Jean-Claude Juncker,Jean-Claude Juncker,Jean-Claude Juncker,让-克洛德·容克,/m/0231bb,,,Jean-Claude Juncker,Jean-Claude Juncker,Jean-Claude Juncker,Jean-Claude Juncker,Жан-Клод Юнкер,Жан-Клод Юнкер,"Юнкер, Жан-Клод",Жан-Клод Юнкер,Jean-Claude Juncker,Jean-Claude Juncker,Jean-Claude Juncker,Jean-Claude Juncker,Jean-Claude Juncker,Jean-Claude Juncker,Jean-Claude Juncker,Jean-Claude Juncker,Jean-Claude Juncker,Jean-Claude Juncker,Jean-Claude Juncker,Jean-Claude Juncker,Jean-Claude Juncker,Jean-Claude Juncker,Jean-Claude Juncker,Jean-Claude Juncker,Jean-Claude Juncker,Jean-Claude Juncker,Jean-Claude Juncker,Jean-Claude Juncker,Jean-Claude Juncker,Jean-Claude Juncker,Jean-Claude Juncker,Jean-Claude Juncker,Jean-Claude Juncker,Jean-Claude Juncker,Jean-Claude Juncker,Jean-Claude Juncker,Jean-Claude Juncker,Jean-Claude Juncker,Jean-Claude Juncker,Jean-Claude Juncker,Jean-Claude Juncker,Jean-Claude Juncker,Jean-Claude Juncker,Jean-Claude Juncker,Jean-Claude Juncker,Jean-Claude Juncker,Jean-Claude Juncker,Jean-Claude Juncker,Jean-Claude Juncker,Jean-Claude Juncker,Jean-Claude Juncker,Jean-Claude Juncker,Jean-Claude Juncker,Jean-Claude Juncker,Jean-Claude Juncker,Jean-Claude Juncker,Jean-Claude Juncker,Jean-Claude Juncker,Jean-Claude Juncker,Jean-Claude Juncker,Jean-Claude Juncker,Jean-Claude Juncker,Jean-Claude Juncker,Jean-Claude Juncker,Jean-Claude Juncker,,Jean-Claude Juncker,,,ז'אן-קלוד יונקר,Ζαν Κλοντ Γιούνκερ,Ioannes Claudius Juncker,Jean-Claude Juncker,장클로드 융커,ジャン＝クロード・ユンケル,ژان-کلود یونکر,جان كلود يونكر,جان كلود يونكر,Jean-Claude Juncker,Ζαν-Κλοντ Γιούνκερ,Jean-Claude Juncker,ژان کلود یونکر,Jean-Claude Juncker,ז'אן-קלוד יונקר,Jean-Claude Juncker,Jean-Claude Juncker,Jean-Claude Juncker,ジャン＝クロード・ユンケル,장클로드 융커,Ioannes Claudius Juncker,Jean-Claude Juncker,Jean-Claude Juncker,Jean-Claude Juncker,Jean-Claude Juncker,Jean-Claude Juncker,Jean-Claude Juncker,vhyzn0sukawp,JunckerEU,n2003114833,,Жан-Клод Юнкер,Jean-Claude Juncker,Жан Клод Јункер,Жан-Клёд Юнкер,Жан-Клод Юнкер,ज्यां-क्लोद जुंके,Жан-Клод Юнкер,ჟან-კლოდ იუნკერი,Jean-Claude Juncker,Jean-Claude Juncker,Jean-Claude Juncker,Žans Klods Junkers,ழான்-குளோடு சுன்கர்,Жан-Клод Јункер,Jean-Claude Juncker,Жан-Клёд Юнкер,Жан-Клод Юнкер,Жан-Клод Юнкер,Жан-Клод Юнкер,Jean-Claude Juncker,Jean-Claude Juncker,Jean-Claude Juncker,Kategorie:Jean-Claude Juncker,Jean-Claude Juncker,Jean-Claude Juncker,Jean-Claude Juncker,Jean-Claude Juncker,Catégorie:Jean-Claude Juncker,Jean-Claude Juncker,Jean-Claude Juncker,Jean-Claude Juncker,Jean-Claude Juncker,ჟან-კლოდ იუნკერი,Jean-Claude Juncker,Jean-Claude Juncker,Žans Klods Junkers,ज्यां-क्लोद जुंके,Jean-Claude Juncker,Jean-Claude Juncker,Jean-Claude Juncker,Jean-Claude Juncker,Jean-Claude Juncker,Жан-Клод Юнкер,Jean-Claude Juncker,Jean-Claude Juncker,Jean-Claude Juncker,Jean-Claude Juncker,Жан Клод Јункер,ழான்-குளோடு சுன்கர்,Жан-Клод Юнкер,Jean-Claude Juncker,Jean-Claude Juncker,0000 0001 0977 318X,326203346,00000021172,0520713,1584029,biography/Jean-Claude-Juncker,114729,,,Jean-Claude Juncker,ژان-کلود یونکر,Jean-Claude Juncker,politician,Categorie:Jean-Claude Juncker,,Jean-Claude Juncker,Jean-Claude Juncker,Jean-Claude-Juncker,Категория:Жан-Клод Юнкер,jean-claude-juncker,Ժան Կլոդ Յունկեր,Ժան Կլոդ Յունկեր,,जीन-क्लाउड जुंकर,jean-claude-juncker_76647,JunckerEU,,,,Jean-Claude Juncker,Jean-Claude Juncker,Categorie:Jean-Claude Juncker,,,,,,,,,,Jean-Claude Juncker,,,Jean-Claude Juncker,,Jean-Claude Juncker,Author:Jean-Claude Juncker
Q58200,Jean Asselborn,Jean Asselborn,Jean Asselborn,Jean Asselborn,,Jean Asselborn,Jean Asselborn,Jean Asselborn,male,1949-04-27,Jean,Jean Asselborn,Jean Asselborn,Jean Asselborn,Jean Asselborn,Jean Asselborn,Jean Asselborn,Jean Asselborn,Jean Asselborn,https://upload.wikimedia.org/wikipedia/commons/c/c3/Informal_meeting_of_ministers_for_foreign_affairs_(Gymnich)._Arrivals_Jean_Asselborn_(36927346612)_CROPPED.jpg,298820724,,Jean Asselborn,Jean Asselborn,1032878193,Asselborn,Jean Asselborn,Jean Asselborn,,Jean Asselborn,Jean Asselborn,瓊·阿塞爾伯恩,Jean Asselborn,,Jean Asselborn,,/m/0893ms,,,Category:Jean Asselborn,Jean Asselborn,Jean Asselborn,Jean Asselborn,Жан Ассельборн,Жан Ассельборн,"Ассельборн, Жан",Жан Ассельборн,,,,,,,,,Jean Asselborn,Jean Asselborn,Jean Asselborn,,Jean Asselborn,,Jean Asselborn,,,,,,,,,,,,,,,,,,,,,,Jean Asselborn,,,Jean Asselborn,,,,,,,,,,,,,,,,,,2809,,,,,,Ioannes Asselborn,Jean Asselborn,,ジャン・アッセルボルン,,جان اسيلبورن,جان اسيلبورن,,,Jean Asselborn,,Jean Asselborn,,Jean Asselborn,,,,,Ioannes Asselborn,Jean Asselborn,Jean Asselborn,,,Jean Asselborn,,,,,,,,,,,,,,,,,,,,,,,,,,Jean Asselborn,Jean Asselborn,,,,,,,,,,Jean Asselborn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,diplomat,,,,,,,,,,,,,100009912550538,,,,,,,,,,,,,,,,,,,,,,
Q592101,Luc Frieden,Luc Frieden,Luc Frieden,Luc Frieden,,Luc Frieden,Luc Frieden,Luc Frieden,male,1963-09-16,Luc,Luc Frieden,,,Luc Frieden,Luc Frieden,Luc Frieden,Luc Frieden,Luc Frieden,https://upload.wikimedia.org/wikipedia/commons/7/76/Luc_Frieden_at_IEIS_Conference_Arno_J_Mayer_May_2013.jpg,162106166,13755321t,Luc Frieden,Luc Frieden,,Frieden,Luc Frieden,Luc Frieden,06699747X,Luc Frieden,Luc Frieden,,Luc Frieden,,Luc Frieden,,/m/0gxnvj,,,Category:Luc Frieden,,,,,Люк Фріден,,Люк Фріден,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luc Frieden,,,,,,,,,,,,,,,,,,,,,,Luc Frieden,,,lucfrieden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0001 1149 5908,305671391,,,,,230923,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q639734,Fernand Kartheiser,Fernand Kartheiser,Fernand Kartheiser,Fernand Kartheiser,,Fernand Kartheiser,Fernand Kartheiser,Fernand Kartheiser,male,1959-09-30,Fernand,Fernand Kartheiser,,,Fernand Kartheiser,Fernand Kartheiser,Fernand Kartheiser,Fernand Kartheiser,Fernand Kartheiser,"https://upload.wikimedia.org/wikipedia/commons/e/ef/Fernand_Kartheiser,_IEIS_conference_«Russia_and_the_EU_the_question_of_trust»-103.jpg",160161681,162416033,,,,Kartheiser,,Fernand Kartheiser,,,,,,,,,,,,Category:Fernand Kartheiser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://fkartheiser.lu/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0001 0753 955X,,,,,,,,,,,,politician,,,,,,,,,,,,,816938065,,,Fernand Le Chartreux,,,,,,,,,,,,,,,UCZtcQeLYBndVB_e2wY25T8Q,,,,
Q6707666,Lydia Mutsch,Lydia Mutsch,Lydia Mutsch,Lydia Mutsch,,Lydia Mutsch,Lydia Mutsch,Lydia Mutsch,female,1961-08-17,Lydia,Lydia Mutsch,,,Lydia Mutsch,Lydia Mutsch,Lydia Mutsch,Lydia Mutsch,Lydia Mutsch,https://upload.wikimedia.org/wikipedia/commons/6/67/Informal_meeting_of_health_ministers_(iEPSCO)._Handshake_Jevgeni_Ossinovski_and_(35654717470)_CROP_MUTSCH.jpg,,,Lydia Mutsch,Lydia Mutsch,,,Lydia Mutsch,Lydia Mutsch,,Lydia Mutsch,Lydia Mutsch,,Lydia Mutsch,,Lydia Mutsch,,,,,Category:Lydia Mutsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6755376,Marc Baum,Marc Baum,Marc Baum,Marc Baum,,Marc Baum,Marc Baum,Marc Baum,male,1978-06-11,Marc,Marc Baum,,,,,,,,,,,Marc Baum,,,Baum,Marc Baum,Marc Baum,,,Marc Baum,,Marc Baum,,,,,,,,,,,Марк Баум,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,actor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6755887,Marc Spautz,Marc Spautz,Marc Spautz,Marc Spautz,,Marc Spautz,Marc Spautz,Marc Spautz,male,1963-04-10,Marc,Marc Spautz,,,Marc Spautz,Marc Spautz,Marc Spautz,Marc Spautz,Marc Spautz,https://upload.wikimedia.org/wikipedia/commons/9/9e/Marc_Spautz_2013-09.jpg,,,,,,,Marc Spautz,Marc Spautz,,Marc Spautz,Marc Spautz,,Marc Spautz,,Marc Spautz,,/m/04g11r2,,,Category:Marc Spautz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.marc-spautz.lu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marcspautz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,marc.spautz,,,,,,,,,,,,,,,,,,,,,,
Q7076803,Octavie Modert,Octavie Modert,Octavie Modert,Octavie Modert,,Octavie Modert,Octavie Modert,Octavie Modert,female,1966-11-15,Octavie,Octavie Modert,Octavie Modert,,Octavie Modert,Octavie Modert,Octavie Modert,Octavie Modert,Octavie Modert,"https://upload.wikimedia.org/wikipedia/commons/c/c2/Octavie_Modert,_Inauguration_plaque_commémorative,_«Villa_Pauly»-101.jpg",181190968,,Octavie Modert,Octavie Modert,,Modert,Octavie Modert,Octavie Modert,,Octavie Modert,,,,,Octavie Modert,,,,,Category:Octavie Modert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OctavieModert,n2010021191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0003 8542 4891,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7148916,Paul-Henri Meyers,Paul-Henri Meyers,Paul-Henri Meyers,Paul-Henri Meyers,,Paul-Henri Meyers,Paul-Henri Meyers,Paul-Henri Meyers,male,1937-01-01,Paul,Paul-Henri Meyers,Paul-Henri Meyers,,Paul-Henri Meyers,Paul-Henri Meyers,Paul-Henri Meyers,Paul-Henri Meyers,,,,,Paul-Henri Meyers,Paul-Henri Meyers,,,Paul-Henri Meyers,Paul-Henri Meyers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q728060,Laurent Mosar,Laurent Mosar,Laurent Mosar,Laurent Mosar,,Laurent Mosar,Laurent Mosar,Laurent Mosar,male,1958-02-08,Laurent,Laurent Mosar,,,Laurent Mosar,Laurent Mosar,Laurent Mosar,Laurent Mosar,Laurent Mosar,"https://upload.wikimedia.org/wikipedia/commons/e/e2/Laurent_Mosar,_Inauguration_plaque_commémorative,_«Villa_Pauly»-101.jpg",,,Laurent Mosar,Laurent Mosar,,,Laurent Mosar,Laurent Mosar,,Laurent Mosar,Laurent Mosar,,Laurent Mosar,,Laurent Mosar,,/m/05sxglx,,,Category:Laurent Mosar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LaurentMosar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0000 3635 352X,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
