id,name__ca,name__es,name__en,name__hu,name,wikipedia__ca,wikipedia__es,gender,birth_date,given_name,original_wikiname,death_date,name__it,name__fr,name__nl,name__de,wikipedia__en,image,identifier__freebase,name__nb,name__da,name__nn,name__sv,identifier__VIAF,identifier__BNF,identifier__SUDOC,identifier__OLID,name__cy,wikipedia__de,wikipedia__fr,identifier__LCAuth,name__pt,wikipedia__pt,name__pl,name__ru,wikipedia__it,wikipedia__no,wikipedia__pl,wikipedia__ru,website,wikipedia__commons,name__gl,name__ar,wikipedia__ar,wikipedia__sv,identifier__ISNI,identifier__GND,identifier__ULAN,identifier__BNE,identifier__britishmuseum,identifier__FAST,identifier__AGORHA,wikipedia__simple,name__qu,name__tr,name__fi,name__bs,name__io,name__ta,wikipedia__bswikiquote,wikipedia__da,wikipedia__eswikiquote,wikipedia__fi,wikipedia__io,wikipedia__qu,wikipedia__ta,wikipedia__tr,identifier__NTA,name__eo,name__yo,wikipedia__eo,wikipedia__yo,name__uk,name__az,wikipedia__az,wikipedia__uk,identifier__GTAA,name__bar,name__cs,name__de_at,name__de_ch,name__en_ca,name__en_gb,name__gsw,name__nds,wikipedia__eswikisource,name__oc,wikipedia__gl,wikipedia__nds,wikipedia__oc,second_surname,name__id,wikipedia__id,identifier__NLA,twitter,name__hy,wikipedia__hy,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__eu,name__he,name__ko,name__et,name__ja,name__la,name__zh,name__is,name__ast,wikipedia__ast,wikipedia__et,wikipedia__eu,wikipedia__he,wikipedia__is,wikipedia__ja,wikipedia__ko,wikipedia__la,wikipedia__nl,wikipedia__zh,wikipedia__cs,wikipedia__hr,identifier__NLAtrove,family_name,name__af,name__hr,name__lt,name__ro,name__sk,name__sl,name__sq,identifier__CANTIC,name__an,wikipedia__an,identifier__NNDB,name__br,name__co,name__frp,name__fur,name__ga,name__gd,name__ia,name__ie,name__kg,name__lb,name__li,name__lij,name__mg,name__min,name__ms,name__nap,name__nds_nl,name__nrm,name__pcd,name__pms,name__pt_br,name__rm,name__sc,name__scn,name__sco,name__sr_el,name__sw,name__vec,name__vi,name__vls,name__vo,name__wa,name__wo,name__zu,name__ml,wikipedia__ml,name__mr,wikipedia__mr,wikipedia__mg,name__nov,name__pih,name__tl,wikipedia__tl,identifier__autores_uy,wikipedia__fa,name__fa,identifier__NLI,identifier__BVMC,wikipedia__ptwikiquote,identifier__Britannica,identifier__GNC,facebook,occupation,name__bm,name__frc,name__jam,name__kab,name__lv,name__pap,name__prg,name__rgn,name__vmf,identifier__google_knowledge,identifier__nlg,name__be,name__bg,name__ckb,name__el,name__ka,name__sr,name__ne,name__ku,name__war,name__ace,name__pag,name__got,name__ig,name__fo,name__bn,name__pa,name__uz,name__bcl,name__ky,name__be_tarask,name__sh,name__mk,wikipedia__bcl,wikipedia__be_x_old,wikipedia__be,wikipedia__bg,wikipedia__bn,wikipedia__br,wikipedia__cawikiquote,wikipedia__ckb,wikipedia__co,wikipedia__cswikiquote,wikipedia__cy,wikipedia__el,wikipedia__euwikiquote,wikipedia__got,wikipedia__hu,wikipedia__ig,wikipedia__itwikiquote,wikipedia__jawikiquote,wikipedia__ka,wikipedia__ku,wikipedia__ky,wikipedia__lt,wikipedia__lv,wikipedia__mk,wikipedia__ms,wikipedia__ne,wikipedia__nn,wikipedia__pa,wikipedia__plwikiquote,wikipedia__ro,wikipedia__sco,wikipedia__sh,wikipedia__sk,wikipedia__sq,wikipedia__sr,wikipedia__ukwikiquote,wikipedia__uz,wikipedia__vi,wikipedia__war,wikipedia__wa,identifier__IMDB,identifier__NDL,identifier__quora,identifier__snac,wikipedia__eswikinews,name__egl,name__eml,pseudonym,name__ext
Q1293545,Francisco Joaquín Muñoz,Francisco Joaquín Muñoz,Francisco Joaquín Muñoz,Francisco Joaquín Muñoz,Francisco Joaquín Muñoz,,Francisco Joaquín Muñoz,male,1790-08-21,Francisco,Francisco Joaquín Muñoz,"",,Francisco Joaquín Muñoz,Francisco Joaquín Muñoz,Francisco Joaquín Muñoz,,,,Francisco Joaquín Muñoz,Francisco Joaquín Muñoz,Francisco Joaquín Muñoz,Francisco Joaquín Muñoz,,,,,,Francisco Joaquín Muñoz,,,,,,,,,,,,,Francisco Joaquín Muñoz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4182,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1344096,,Enrique Pintado,Enrique Pintado,Enrique Pintado,Enrique Pintado,,Enrique Pintado,male,1958-01-26,Enrique,Enrique Pintado,,,Enrique Pintado,Enrique Pintado,Enrique Pintado,Enrique Pintado,,/m/011x3v3l,,,,,,,,,,Enrique Pintado,Enrique Pintado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1383771,Juan Zorrilla de San Martín,Juan Zorrilla de San Martín,Juan Zorrilla de San Martín,Juan Zorrilla de San Martín,Juan Zorrilla de San Martín,Juan Zorrilla de San Martín,Juan Zorrilla de San Martín,male,1855-12-28,Juan,Juan Zorrilla de San Martín,1931-11-03,,Juan Zorrilla de San Martín,Juan Zorrilla de San Martín,Juan Zorrilla de San Martín,Juan Zorrilla de San Martín,https://upload.wikimedia.org/wikipedia/commons/5/56/JuanZorrillaDeSanMartin.jpg,/m/0362nw,Juan Zorrilla de San Martín,,,,71403410,12019799n,028343131,OL5621189A,,Juan Zorrilla de San Martín,Juan Zorrilla de San Martín,n81133567,Juan Zorrilla de San Martín,Juan Zorrilla de San Martín,Juan Zorrilla de San Martín,,,,Juan Zorrilla de San Martín,,,Juan Zorrilla de San Martín,,,,,0000 0000 7977 4914,133283186,,XX979225,,82504,,,,,,,Juan Zorrilla de San Martín,,,,,,Juan Zorrilla de San Martín,,,,06787326X,,,,,,,,,,,,,,,,,,Juan Zorrilla de San Martín,,,,,,,,,,,,,,,,,,,,,,フアン・ソリージャ・デ・サン＝マルティン,,,,,,,,,,,,,Juan Zorrilla de San Martín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507,,,,13027,,biography/Juan-Zorrilla-de-San-Martin,,,writer,,,,,,,,,,,168352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w6nw30ps,,,,,
Q1388990,Pedro Figari,Pedro Figari,Pedro Figari,,Pedro Figari,Pedro Figari,Pedro Figari,male,1861-06-29,Pedro,Pedro Figari,1939-07-24,,Pedro Figari,Pedro Figari,Pedro Figari,Pedro Figari,https://upload.wikimedia.org/wikipedia/commons/f/f7/Pedro_Figari_2.jpg,/m/02wcw36,Pedro Figari,Pedro Figari,Pedro Figari,Pedro Figari,76364383,122016073,030640342,,,Pedro Figari,Pedro Figari,n82033121,Pedro Figari,Pedro Figari,,"Фигари, Педро",,,,"Фигари, Педро",,,,بيدرو فيغاري,بيدرو فيغاري,Pedro Figari,0000 0001 0655 0378,119051672,500117196,XX1175529,27200,88597,111072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245,,,,,,,0230123,,visual artist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w6dz0c2n,,,,,
Q1402947,,Sergio Botana,Sergio Botana,Sergio Botana,Sergio Botana,,Sergio Botana,male,1964-11-08,Sergio,Sergio Botana,,,Sergio Botana,Sergio Botana,Sergio Botana,,,,,,,,,,,,,Sergio Botana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1482648,José Bayardi,José Bayardi,José Bayardi,José Bayardi,José Bayardi,,José Bayardi,male,1955-06-30,José,José Bayardi,,,José Bayardi,José Bayardi,José Bayardi,,https://upload.wikimedia.org/wikipedia/commons/a/ae/Bayardi2.jpg,,José Bayardi,,,,,,,,,José Bayardi,,,,,,,,José Bayardi,,,,,José Bayardi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1506594,Luis Hierro Rivero,Luis Hierro Rivera,Luis Hierro Rivera,Luis Hierro Rivera,Luis Hierro Rivera,,Luis Hierro Rivera,male,"",Luis,Luis Hierro Rivera,,Luis Hierro,Luis Hierro,Luis Hierro Rivera,Luis Hierro Rivera,Luis Hierro Rivera,,/m/047dskk,Luis Hierro,Luis Hierro,Luis Hierro,Luis Hierro,,,,,Luis Hierro,Luis Hierro,,,Luis Hierro Rivera,,Luis Hierro,,,,,,,,Luis Hierro Rivero,,,,,,,,,,,,,Luis Hierro,Luis Hierro,,Luis Hierro,,,,,,,,,,,Luis Hierro,,,,,,,,,Luis Hierro,Luis Hierro,Luis Hierro,Luis Hierro,Luis Hierro,Luis Hierro,Luis Hierro,Luis Hierro,,Luis Hierro,,,,Rivera,Luis Hierro,,,,,,,,,,,,Luis Hierro,,,Luis Hierro,,,,,Luis Hierro,,,,,,,,,,,,,,,Luis Hierro,Luis Hierro,Luis Hierro,Luis Hierro,Luis Hierro,,,,Luis Hierro,,,Luis Hierro,Luis Hierro,Luis Hierro,Luis Hierro,Luis Hierro,Luis Hierro,Luis Hierro,Luis Hierro,Luis Hierro,Luis Hierro,Luis Hierro,Luis Hierro,Luis Hierro,Luis Hierro,Luis Hierro,Luis Hierro,Luis Hierro,Luis Hierro,Luis Hierro,Luis Hierro,Luis Hierro,Luis Hierro,Luis Hierro,Luis Hierro,Luis Hierro,,Luis Hierro,Luis Hierro,Luis Hierro,Luis Hierro,Luis Hierro,Luis Hierro,Luis Hierro,Luis Hierro,,,,,,,,,,,,,,,,,,,politician,Luis Hierro,Luis Hierro,Luis Hierro,Luis Hierro,Luis Hierro,Luis Hierro,Luis Hierro,Luis Hierro,Luis Hierro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1511257,,Juan Carlos Raffo,Juan Carlos Raffo,Juan Carlos Raffo,Juan Carlos Raffo,,Juan Carlos Raffo,male,1946-08-04,Juan,Juan Carlos Raffo,,,Juan Carlos Raffo,Juan Carlos Raffo,Juan Carlos Raffo,,https://upload.wikimedia.org/wikipedia/commons/7/7f/Juan_carlos_2.jpg,,,,,,93197452,12782117s,167516604,,,Juan Carlos Raffo,,no2002012151,,,,,,,,,,,,,,,,1057443751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3845,,,,,,,,,writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q15147,Jorge Batlle Ibáñez,Jorge Batlle,Jorge Batlle Ibáñez,Jorge Batlle,Jorge Batlle,Jorge Batlle Ibáñez,Jorge Batlle,male,1927-10-25,Jorge,Jorge Batlle,2016-10-24,Jorge Batlle,Jorge Batlle,Jorge Batlle Ibáñez,Jorge Batlle,Jorge Batlle,https://upload.wikimedia.org/wikipedia/commons/d/d4/Jorge_Batlle.jpg,/m/022djx,Jorge Batlle Ibáñez,Jorge Batlle,Jorge Batlle,Jorge Batlle,18835199,,08762284X,,,Jorge Batlle,Jorge Batlle,n89672424,Jorge Batlle,Jorge Batlle,Jorge Batlle,Хорхе Батлье Ибаньес,Jorge Batlle,Jorge Batlle Ibáñez,Jorge Batlle,"Батлье Ибаньес, Хорхе",,Category:Jorge Batlle,Jorge Batlle Ibáñez,جورج باتل,خورخي باتل,Jorge Batlle,0000 0000 7879 6580,17114273X,,,,261952,,Jorge Batlle Ibáñez,Jorge Batlle,Jorge Batlle,Jorge Batlle Ibáñez,,Jorge Batlle Ibáñez,,,Jorge Batlle Ibáñez,,Jorge Batlle Ibáñez,Jorge Batlle Ibáñez,Jorge Batlle,,Jorge Batlle,297957716,,Jorge Batlle Ibáñez,,Jorge Batlle Ibáñez,Хорхе Батльє Ібаньєс,,,Хорхе Батльє Ібаньєс,,,,,,Jorge Batlle Ibáñez,Jorge Batlle Ibáñez,,Jorge Batlle Ibáñez,,Jorge Batlle Ibáñez,Jorge Batlle,Jorge Batlle Ibáñez,Jorge Batlle Ibáñez,,Jorge Batlle,Jorge Batlle,,,,,,,,,,,,חורחה באז'ה איבנייס,호르헤 바트예 이바녜스,Jorge Batlle,ホルヘ・バジェ・イバニェス,Georgius Batlle Ibáñez,豪尔赫·巴特列,Jorge Batlle,Jorge Batlle Ibáñez,Jorge Batlle Ibáñez,Jorge Batlle,,חורחה באז'ה איבנייס,Jorge Batlle,ホルヘ・バジェ・イバニェス,호르헤 바트예 이바녜스,Georgius Batlle,Jorge Batlle Ibáñez,豪尔赫·巴特列,,,,Batlle,,,,,,,,,,,581/000202972,,,,,,,,,,,,,,,,,,,,,Jorge Batlle,,,,,,,,,,,,,,,,होर्हे बॅटले इबान्येझ,होर्हे बॅटले इबान्येझ,,,,,,10781,خورخه باتل ایبانز,خورخه باتل ایبانز,,,,,,,lawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q15713576,,Miguel Ángel Cordone,Miguel Ángel Cordone,Miguel Ángel Cordone,Miguel Ángel Cordone,,Miguel Ángel Cordone,male,,Miguel,Miguel Ángel Cordone,,Miguel Angel Cordone,Miguel Ángel Cordone,Miguel Ángel Cordone,Miguel Angel Cordone,,,,,,,,,,,,,Miguel Angel Cordone,,,Miguel Ángel Cordone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q15831563,José Pedro Bellán,José Pedro Bellán,José Pedro Bellán,,José Pedro Bellán,,José Pedro Bellán,male,1889-06-30,José,José Pedro Bellán,1930-07-24,,José Pedro Bellán,José Pedro Bellán,José Pedro Bellán,,,,,,,,,,,OL1176484A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,José Pedro Bellán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1052,,,,,,,,,playwright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1621502,,Tabaré Viera,Tabaré Viera,Tabaré Viera,Tabaré Viera,,Tabaré Viera,male,1955-04-07,Tabaré,Tabaré Viera,,,Tabaré Viera,Tabaré Viera,Tabaré Viera,,,,,,,,,,,,,Tabaré Viera,,,Tabaré Viera,Tabaré Viera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q162363,Alberto Guani,Alberto Guani,Alberto Guani,,Alberto Guani,Alberto Guani,Alberto Guani,male,1877-06-14,Alberto,Alberto Guani,1956-11-25,,Alberto Guani,Alberto Guani,Alberto Guani,Alberto Guani,,/m/07xqgk,Alberto Guani,Alberto Guani,Alberto Guani,Alberto Guani,16688790,,,,,Alberto Guani,Alberto Guani,n2007214023,Alberto Guani,Alberto Guani,,,,,,,,Category:Alberto Guani,,,,,,13343687X,,XX1291654,,1800950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,阿爾布托·果泥,,,,,,,,,,,Alberto Guani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5229,,,,,,,,,diplomat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16493545,,José María Fernández Saldaña,José María Fernández Saldaña,,José María Fernández Saldaña,,José María Fernández Saldaña,male,1879-01-19,José,José María Fernández Saldaña,1961-12-16,,José María Fernández Saldaña,José María Fernández Saldaña,,,,,,,,,,,,OL5282035A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,José María Fernández Saldaña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,666,,,,,,,,,lawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16581143,,Javier Salsamendi,Javier Salsamendi,Javier Salsamendi,Javier Salsamendi,,Javier Salsamendi,male,1966,Javier,Javier Salsamendi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16582996,,José Hualde,José Hualde,,José Hualde,,José Hualde,male,1962-09-03,José,José Hualde,,,José Hualde,José Hualde,,,https://upload.wikimedia.org/wikipedia/commons/7/70/José_Hualde.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q166298,,Emilio Frugoni,Emilio Frugoni,,Emilio Frugoni,,Emilio Frugoni,male,1880-03-30,Emilio,Emilio Frugoni,1969-08-28,,Emilio Frugoni,Emilio Frugoni,Emilio Frugoni,Emilio Frugoni,https://upload.wikimedia.org/wikipedia/commons/5/56/Pasaje_Frugoni.jpg,/m/07_gqc,Emilio Frugoni,Emilio Frugoni,Emilio Frugoni,Emilio Frugoni,17235636,120206684,028353994,OL119884A,,Emilio Frugoni,Emilio Frugoni,n82247316,Emilio Frugoni,Emilio Frugoni,,,,,,,,,,,,,0000 0000 6641 0580,1052216978,,,,106434,,,,,,,,,,,,,,,,,074965999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,エミリオ・フルゴーニ,,,,,,,,,,,,,,,,,1086773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,606,,,,,,,,,journalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1669708,Juan Benito Blanco,Juan Benito Blanco,Juan Benito Blanco,Juan Benito Blanco,Juan Benito Blanco,Juan Benito Blanco,Juan Benito Blanco,male,1789-04-30,Juan,Juan Benito Blanco,1843-05-10,,Juan Benito Blanco,Juan Benito Blanco,Juan Benito Blanco,,,,Juan Benito Blanco,Juan Benito Blanco,Juan Benito Blanco,Juan Benito Blanco,,,,,,Juan Benito Blanco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10696,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1678762,,Jaime Trobo,Jaime Trobo,Jaime Trobo,Jaime Trobo,,Jaime Trobo,male,1956,Jaime,Jaime Trobo,,,Jaime Trobo,Jaime Trobo,Jaime Trobo,,https://upload.wikimedia.org/wikipedia/commons/b/b9/Jaimetrobo.jpg,,,,,,7133381,,,,,Jaime Trobo,,no2005114776,,,,,,,,,,Category:Jaime Trobo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1688988,Pablo Andrés Mieres Gómez,Pablo Mieres,Pablo Mieres,Pablo Mieres,Pablo Mieres,Pablo Andrés Mieres Gómez,Pablo Mieres,male,1959-07-30,Pablo,Pablo Mieres,,,Pablo Mieres,Pablo Mieres,Pablo Mieres,Pablo Mieres,https://upload.wikimedia.org/wikipedia/commons/a/a2/Pablomieres.jpg,/m/0105tfpy,,,,,289580978,,,,,Pablo Mieres,,,,,,,,,,,,Category:Pablo Mieres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pablo_Mieres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pablo Mieres,,,,Pablo Mieres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9567,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Categoría:Pablo Mieres,,,,
Q1703861,Jorge Washington Larrañaga Fraga,Jorge Larrañaga,Jorge Larrañaga,Jorge Larrañaga,Jorge Larrañaga,Jorge Washington Larrañaga Fraga,Jorge Larrañaga,male,1956-08-08,Jorge,Jorge Larrañaga,,Jorge Larrañaga,Jorge Larrañaga,Jorge Larrañaga,Jorge Larrañaga,Jorge Larrañaga,https://upload.wikimedia.org/wikipedia/commons/b/b0/Jorge_Larrañaga4.jpg,/m/07rpn6,Jorge Larrañaga,Jorge Larrañaga,Jorge Larrañaga,Jorge Larrañaga,26506072,,,,,Jorge Larrañaga,Jorge Larrañaga,n2006218360,Jorge Larrañaga,Jorge Larrañaga,Jorge Larrañaga,,Jorge Larrañaga,,Jorge Larrañaga,,,,,,,,,1057633496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9612,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1703875,,Jorge Machiñena,Jorge Machiñena,Jorge Machiñena,Jorge Machiñena,,Jorge Machiñena,male,1936-04-17,Jorge,Jorge Machiñena,2007-12-30,,Jorge Machiñena,Jorge Machiñena,Jorge Machiñena,Jorge Machiñena,,/m/03h36rf,,,,,,,,,Jorge Machiñena,Jorge Machiñena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1709172,,José Espalter,José Espalter,José Espalter,José Espalter,,José Espalter,male,1868-10-19,José,José Espalter,1940-08-30,,José Espalter,José Espalter,José Espalter,,https://upload.wikimedia.org/wikipedia/commons/7/7e/José_Espalter.jpg,,José Espalter,José Espalter,José Espalter,José Espalter,78330315,,,,,José Espalter,,,,,,,,,,,,Category:José Espalter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6014,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
