id,name__es,name__en,name__de,name__fr,name__cy,name__nl,name,wikipedia__en,wikipedia__es,gender,birth_date,death_date,given_name,original_wikiname,name__hu,image,identifier__VIAF,name__pt,name__ja,wikipedia__nl,wikipedia__pt,identifier__freebase,name__nb,name__da,name__nn,name__sv,name__ar,wikipedia__ar,wikipedia__de,identifier__britishmuseum,identifier__FAST,name__eu,name__hr,name__it,name__pl,name__ru,name__sl,name__war,name__bn,name__qu,name__ga,name__zh,name__ca,name__uk,wikipedia__bn,wikipedia__ca,wikipedia__commons,wikipedia__eswikiquote,wikipedia__eu,wikipedia__fr,wikipedia__ga,wikipedia__hr,wikipedia__it,wikipedia__pl,wikipedia__qu,wikipedia__ru,wikipedia__sl,wikipedia__uk,wikipedia__war,wikipedia__zh,identifier__ISNI,identifier__GND,identifier__LCAuth,identifier__BNF,identifier__SUDOC,identifier__OLID,family_name,identifier__BNE,identifier__GNC,second_surname,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__ko,name__gl,name__id,name__io,name__mr,name__an,name__hy,wikipedia__an,wikipedia__cy,wikipedia__da,wikipedia__gl,wikipedia__hy,wikipedia__id,wikipedia__io,wikipedia__ja,wikipedia__ko,wikipedia__mr,wikipedia__no,wikipedia__plwikiquote,wikipedia__simple,wikipedia__sv,identifier__NTA,identifier__CANTIC,identifier__Britannica,name__fi,wikipedia__fi,facebook,name__et,name__ast,name__mg,name__eo,name__oc,name__tr,wikipedia__ast,wikipedia__eo,wikipedia__et,wikipedia__mg,wikipedia__oc,wikipedia__tr,twitter,website,identifier__catholic_hierarchy,identifier__MusicBrainz,name__nds,name__en_ca,name__en_gb,name__la,wikipedia__la,name__yo,wikipedia__yo,name__lb,name__he,name__el,name__pap,name__sr_el,name__sr_ec,name__bg,name__ka,name__ksh,name__pt_br,name__sr,name__be,name__fa,wikipedia__be,wikipedia__bg,wikipedia__el,wikipedia__fa,wikipedia__he,wikipedia__ka,wikipedia__ksh,wikipedia__lb,wikipedia__pap,wikipedia__sr,identifier__NNDB,identifier__CSPAN,identifier__NLI,name__ms,name__cs,wikipedia__cs,wikipedia__ms,name__mk,wikipedia__mk,identifier__Munzinger,identifier__N6I,identifier__BVMC,identifier__bigenc_ru,name__az,wikipedia__az,name__bs,name__br,name__vi,name__sk,name__ro,name__fy,name__lt,name__de_ch,name__ml,name__sh,wikipedia__br,wikipedia__bs,wikipedia__cswikiquote,wikipedia__fy,wikipedia__hu,wikipedia__lt,wikipedia__ml,wikipedia__ro,wikipedia__sh,wikipedia__sk,wikipedia__vi,identifier__NDL,identifier__IMDB,name__af,name__bar,name__bm,name__co,name__de_at,name__frc,name__frp,name__fur,name__gd,name__gsw,name__ia,name__ie,name__jam,name__kab,name__kg,name__li,name__lij,name__lv,name__min,name__nap,name__nds_nl,name__nrm,name__pcd,name__pms,name__prg,name__rgn,name__rm,name__sc,name__scn,name__sco,name__sw,name__vec,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu,wikipedia__eswikisource,occupation,identifier__google_knowledge,identifier__snac,wikipedia__eswikinews,identifier__quora,identifier__GTAA,wikipedia__sco,identifier__wikitree,wikipedia__mwl,name__mwl,identifier__ne_se,identifier__songkick,identifier__bna,linkedin,identifier__google_plus,identifier__ORCID,identifier__google_scholar,identifier__youtube,name__ceb,name__ty,identifier__BIBSYS,identifier__BAV,identifier__discogs,identifier__SELIBR,identifier__PTBNP,instagram,wikipedia__uz,name__uz
Q5654916,Abel Martínez Durán,Abel Martínez Durán,,,,Abel Martínez Durán,Abel Martínez Durán,,Abel Martínez Durán,male,1972-04-21,,Abel,Abel Martínez Durán,,https://upload.wikimedia.org/wikipedia/commons/0/09/Abelmartinez.jpg,,Abel Martínez Durán,,,,,,,,,,,,,,,,Abel Martínez Durán,,,Abel Martínez Durán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5659885,Agne Berenice Contreras,Agne Berenice Contreras,,,,Agne Berenice Contreras,Agne Berenice Contreras,,Agne Berenice Contreras,female,1968-03-12,,Agne,Agne Berenice Contreras,,https://upload.wikimedia.org/wikipedia/commons/a/a8/Agne_contreras.JPG,,,,,,,,,,,,,,,,,,Agne Berenice Contreras,,,Agne Berenice Contreras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5673534,Américo Lugo,Américo Lugo,,,,Américo Lugo,Américo Lugo,,Américo Lugo,male,1870-04-04,1952-08-04,Américo,Américo Lugo,,,23479628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0000 7987 0236,,,,,OL6625680A,,XX1348905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5673581,Amín Abel Hasbún,Amín Abel Hasbún,,,,Amín Abel Hasbún,Amín Abel Hasbún,,Amín Abel Hasbún,male,1942-10-12,1970-09-24,,Amín Abel Hasbún,,,75265325,,,,,,,,,,,,,,,,,,,,Amín Abel Hasbún,,,,,,,,,,,,,,,,,,,,,,,,,,n84202913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5690770,Alfredo Pacheco,Alfredo Pacheco,,,,Alfredo Pacheco,Alfredo Pacheco,,Alfredo Pacheco,male,1959-01-12,,Alfredo,Alfredo Pacheco,,,,,,,,,,,,,,,,,,,,Alfredo Pacheco,,,Alfredo Pacheco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5696652,Anselmo Paulino Álvarez,,,,,Anselmo Paulino Álvarez,Anselmo Paulino Álvarez,,Anselmo Paulino Álvarez,male,,1977-06-26,Anselmo,Anselmo Paulino Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anselmo Antonio Paulino Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,diplomat,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q573982,Héctor Trujillo,Héctor Trujillo,Hector Bienvenido Trujillo Molina,Héctor Trujillo,Héctor Trujillo,Héctor Trujillo,Héctor Trujillo,Héctor Trujillo,Héctor Trujillo,male,1908-04-06,2002-10-19,Hector,Héctor Trujillo,Héctor Trujillo,https://upload.wikimedia.org/wikipedia/commons/3/3f/Hector_Trujillo_1955.jpg,57410356,Héctor Trujillo,エクトル・トルヒーヨ,,Héctor Trujillo,/m/0c_8f8,Héctor Trujillo,Héctor Trujillo,Héctor Trujillo,Hector Trujillo,هيكتور تروخيو,هيكتور تروخيو,Hector Bienvenido Trujillo Molina,,,,,Héctor Trujillo,Héctor Trujillo,"Трухильо, Эктор",Héctor Trujillo,,,,,,,Ектор Трухільйо,,,Category:Héctor Trujillo,,,Héctor Trujillo,,,Héctor Trujillo,Héctor Trujillo,,"Трухильо, Эктор",Héctor Trujillo,Ектор Трухільйо,,,,118761013,,,,,,,,,,,,,,,엑토르 트루히요,,,,,,,,,,,,,,,엑토르 트루히요,,,,,Hector Trujillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,162009,,,,,,,,,,,,,,,,,,,,,,
Q57429,Danilo Medina,Danilo Medina,Danilo Medina,Danilo Medina,,Danilo Medina,Danilo Medina,Danilo Medina,Danilo Medina,male,1951-11-10,,Danilo,Danilo Medina,Danilo Medina Sánchez,https://upload.wikimedia.org/wikipedia/commons/8/89/V_Cumbre_CELAC-_República_Dominicana_(32130698470)_(cropped).jpg,169518944,Danilo Medina,ダニーロ・メディーナ,Danilo Medina,Danilo Medina,/m/02jqf5,Danilo Medina,Danilo Medina,Danilo Medina Sánchez,Danilo Medina Sánchez,دانيلو ميدينا,دانيلو ميدينا,Danilo Medina,,,Danilo Medina,Danilo Medina,Danilo Medina,Danilo Medina,Данило Медина,Danilo Medina,,,,,达尼洛·梅迪纳,Danilo Medina,Даніло Медіна,,Danilo Medina,Category:Danilo Medina,,Danilo Medina,Danilo Medina,,Danilo Medina,Danilo Medina,Danilo Medina,,"Медина, Данило",,Даніло Медіна,,达尼洛·梅迪纳,,,n2011019945,,,,Medina,,,Sánchez,,,,,,,다닐로 메디나,,Danilo Medina,Danilo Medina Sánchez,,,,,,Danilo Medina,,,Danilo Medina,Danilo Medina Sánchez,,다닐로 메디나,,Danilo Medina,Danilo Medina,Danilo Medina,,,,biography/Danilo-Medina,Danilo Medina,Danilo Medina,,Danilo Medina,Danilo Medina Sánchez,,,Danilo Medina,Danilo Medina,Danilo Medina Sánchez,,Danilo Medina,,,Danilo Medina,,,,,,Danilo Medina,Danilo Medina,Danilo Medina,Danilo Medina,,,,דנילו מדינה,Ντανίλο Μεδίνα,,,,Данило Медина,,,Danilo Medina,Данило Медина,,دانیلو مدینا,,Данило Медина,Ντανίλο Μεδίνα,دانیلو مدینا,דנילו מדינה,,,,,Данило Медина,,,,Danilo Medina,Danilo Medina,Danilo Medina,Danilo Medina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,economist,,,,,,,,,,,,,,,,,,,,,,,,,,Danilo Medina,Danilo Medina
Q5756228,Casimiro Nemesio de Moya,Casimiro Nemesio de Moya,,,,Casimiro Nemesio de Moya,Casimiro Nemesio de Moya,,Casimiro Nemesio de Moya,male,1849-12-19,1915,Casimiro,Casimiro Nemesio de Moya,Casimiro Nemesio de Moya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0000 6129 3821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5804174,Desiderio Arias,Desiderio Arias,Desiderio Arias,,,Desiderio Arias,Desiderio Arias,Desiderio Arias,Desiderio Arias,male,1872,1931-11-20,Desiderio,Desiderio Arias,Desiderio Arias,https://upload.wikimedia.org/wikipedia/commons/5/5b/Desiderio.jpg,46075978,Desiderio Arias,デシデリオ・アリアス,,Desiderio Arias,,,,,,,,,,416774,,,,,,Desiderio Arias,,,,,,,,,,,,,,,,,,,,,,,,0000 0000 3849 7930,1057483478,n98039136,,145861171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5819205,Eduardo Estrella,Eduardo Estrella,Eduardo Estrella,Eduardo Estrella,,Eduardo Estrella,Eduardo Estrella,Eduardo Estrella,Eduardo Estrella,male,1953-06-05,,Eduardo,Eduardo Estrella,Eduardo Estrella,https://upload.wikimedia.org/wikipedia/commons/4/45/Eduardoestrella2.png,,,,,,,,,,,,,,,,,,,,,Eduardo Estrella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,entrepreneur,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5854181,Fabio Fiallo,Fabio Fiallo,Fabio Fiallo,Fabio Fiallo,,Fabio Fiallo,Fabio Fiallo,Fabio Fiallo,Fabio Fiallo,male,1866-02-03,1942-08-29,Fabio,Fabio Fiallo,Fabio Fiallo,https://upload.wikimedia.org/wikipedia/commons/6/67/FabioFiallo.jpg,104145857824523020079,,,,,,,,,,,,Fabio Fiallo,,,,,,,,Fabio Fiallo,,,,,,,,,,,,,,,,,,,,,,,,0000 0000 8366 8786,142396389,n80138871,14418309g,,,Fiallo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,writer,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5858598,Fello Suberví,Fello Suberví,,,,Fello Suberví,Fello Suberví,,Fello Suberví,male,1942-07-06,,,Fello Suberví,,https://upload.wikimedia.org/wikipedia/commons/d/d4/Fello_Subervi_Bonilla.jpg,,,,,,,,,,,,,,,,,,,,,Fello Suberví,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5860549,Fernando Álvarez Bogaert,Fernando Álvarez Bogaert,,,,Fernando Álvarez Bogaert,Fernando Álvarez Bogaert,,Fernando Álvarez Bogaert,male,1941-01-11,,Fernando,Fernando Álvarez Bogaert,,,,,,,,,,,,,,,,,,,,,,,Fernando Álvarez Bogaert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bogaert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5868594,Franklin Domínguez,Franklin Domínguez,,Franklin Domínguez,,Franklin Domínguez,Franklin Domínguez,,Franklin Domínguez,male,1931-06-05,,Franklin,Franklin Domínguez,Franklin Domínguez,,45624825,,,,,,,,,,,,,,,,,,,,Franklin Domínguez,,,,,,,,,,,,,,,,,,,,,,,,0000 0000 2501 6405,,,,145844412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,playwright,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5868599,Franklin Franco Pichardo,Franklin Franco Pichardo,Franklin Franco Pichardo,Franklin Franco Pichardo,Franklin Franco Pichardo,Franklin Franco Pichardo,Franklin Franco Pichardo,Franklin Franco,Franklin Franco Pichardo,male,1936,2013-06-15,Franklin,Franklin Franco Pichardo,,,,,,,,,,,,,,,,,,,,,,,Franklin Franco Pichardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,historian,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5868621,Franklin Rodríguez,Franklin Rodríguez,,,,Franklin Rodríguez,Franklin Rodríguez,,Franklin Rodríguez (político),male,1977-12-17,,Franklin,Franklin Rodríguez (político),Franklin Rodríguez,https://upload.wikimedia.org/wikipedia/commons/2/29/FranklinRodriguez.jpg,310722958,,,,,,,,,,فرانكلين رودريغيز,,,,,,,,,Франклин Родригес,Franklin Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,1105570495,no2014123655,171151976,,,Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5889751,Gustavo Montalvo,Gustavo Montalvo,,,,Gustavo Montalvo,Gustavo Montalvo,,Gustavo Montalvo,male,"",,Gustavo,Gustavo Montalvo,,https://upload.wikimedia.org/wikipedia/commons/1/11/GustavoMontalvoF.jpg,,,,,,,,,,,,,,,,,,Gustavo Montalvo,,,,,,,,,,,,,Category:Gustavo Montalvo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5892805,Hatuey De Camps,Hatuey de Camps,,,,Hatuey De Camps,Hatuey de Camps,Hatuey de Camps,Hatuey de Camps,male,1947-06-29,2016-08-26,,Hatuey de Camps,,https://upload.wikimedia.org/wikipedia/commons/0/0c/Hatuey_de_Camps_trabajando_en_su_oficina.jpg,,,,,,,,,,,,,,,,,,,,,Hatuey De Camps,,,,,哈圖依·德坎普斯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hatueydecamps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5922691,Ismael Reyes,Ismael Reyes,,,,Ismael Reyes,Ismael Reyes,,Ismael Reyes Cruz,male,1950-07-26,,Ismael,Ismael Reyes Cruz,,,,,,,,,,,,,,,,,,,,,,,Ismael Reyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5923172,Ito Bisonó,Victor Bisono,Victor Bisono,Victor Bisonó,,Victor Bisonó,Victor Bisono,Víctor Bisonó,Víctor Bisonó,male,1963-08-27,,Victor,Víctor Bisonó,,,7221865,,,,,,,,,,,,,,,,,,,,Ito Bisonó,,,,,,,,,,Category:Ito Bisonó,,,,,,,,,,,,,,0000 0000 5452 9904,,,,,,Bisono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5924260,Jacinto de la Concha,Jacinto de la Concha,,,,Jacinto de la Concha,Jacinto de la Concha,,Jacinto de la Concha,male,1819,1886,Jacinto,Jacinto de la Concha,,,,,,,,,,,,,,,,,,,,,,,Jacinto de la Concha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hero,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5925180,Jaime Manuel Fernández González,Jaime Manuel Fernández González,,,,Jaime Manuel Fernández González,Jaime Manuel Fernández González,,Jaime Manuel Fernández González,male,1920-09-04,1988-09-06,Jaime,Jaime Manuel Fernández González,Jaime Manuel Fernández González,https://upload.wikimedia.org/wikipedia/commons/3/3b/DR._JAIME_MANUEL_FERNANDEZ_GONZALEZ..jpg,,,,,,,,,,,,,,,,,,,,,Jaime Manuel Fernández González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5933748,Johnny Alfredo Jones Luciano,Johnny Alfredo Jones Luciano,,Johnny Alfredo Jones Luciano,,Johnny Alfredo Jones Luciano,Johnny Alfredo Jones Luciano,,Johnny Jones (político),male,1958-01-24,,Johnny,Johnny Jones (político),Johnny Alfredo Jones Luciano,https://upload.wikimedia.org/wikipedia/commons/1/18/Johnny_Jones_Luciano.jpg,,,,,,,,,,,,,,,,,,,,,Johnny Alfredo Jones Luciano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5939232,José Dolores Alfonseca,José Dolores Alfonseca,José Dolores Alfonseca,José Dolores Alfonseca,,José Dolores Alfonseca,José Dolores Alfonseca,,José Dolores Alfonseca,male,1878-05-24,1933-02-15,José,José Dolores Alfonseca,,,46092512,José Dolores Alfonseca,,,,,José Dolores Alfonseca,José Dolores Alfonseca,José Dolores Alfonseca,José Dolores Alfonseca,,,José Dolores Alfonseca,,,José Dolores Alfonseca,,José Dolores Alfonseca,,,,,,,,,José Dolores Alfonseca,,,,,,,,,,,,,,,,,,0000 0000 3851 0584,,n99027026,,,,Alfonseca,,,Garrido,,,,,,,,José Dolores Alfonseca,,,,José Dolores Alfonseca,,,,,,,,,,,,,,,,306221403,,,,,,,José Dolores Alfonseca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5955209,Julio César Valentín,Julio César Valentín,,,,Julio César Valentín,Julio César Valentín,,Julio César Valentín,male,1966-12-03,,Julio César,Julio César Valentín,,https://upload.wikimedia.org/wikipedia/commons/d/d9/JCValentin4.jpg,,,,,,,,,,,,,,,,,,,,,Julio César Valentín,,,,,,,,,,Category:Julio César Valentín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q59885,Matías Ramón Mella,Matías Ramón Mella,Matías Ramón Mella,Ramón Matías Mella,,Ramón Matías Mella,Matías Ramón Mella,Matías Ramón Mella,Matías Ramón Mella,male,1816-02-25,1864-06-04,Ramiro,Matías Ramón Mella,Matías Ramón Mella,https://upload.wikimedia.org/wikipedia/commons/5/53/Ramon_Matias_Mella.jpg,4036854,,マティアス・ラモン・メラ,Ramón Matías Mella,,/m/07hx27,Matías Ramón Mellas,Matías Ramón Mellas,Matías Ramón Mellas,Matías Ramón Mellas,,,,,244516,,Matías Ramón Mella,,,,Matías Ramón Mella,Matías Ramón Mella,,Matías Ramón Mella,,马蒂亚斯·雷蒙·梅亚,,,,,Category:Matías Ramón Mella,,,Ramón Matías Mella,,Matías Ramón Mella,,,Matías Ramón Mella,,Matías Ramón Mella,,Matías Ramón Mella,马蒂亚斯·雷蒙·梅亚,0000 0001 2275 8494,,n88244264,,,,,XX4764349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
