id,name__uk,name,wikipedia__uk,gender,birth_date,original_wikiname,wikipedia__ukwikiquote,name__sk,name__pl,name__ru,name__en,name__hu,name__es,name__nl,name__fr,name__de,name__be,wikipedia__be,wikipedia__commons,wikipedia__en,wikipedia__hu,wikipedia__pl,wikipedia__ru,wikipedia__sk,image,identifier__freebase,given_name,name__ja,name__ca,name__lv,name__it,name__cs,wikipedia__ca,wikipedia__cs,wikipedia__de,wikipedia__fr,wikipedia__it,wikipedia__ja,wikipedia__lv,name__eo,name__fi,name__be_tarask,name__et,name__lt,name__nb,name__ar,wikipedia__ar,wikipedia__be_x_old,wikipedia__eo,wikipedia__et,wikipedia__fi,wikipedia__lt,wikipedia__nl,wikipedia__no,wikipedia__ruwikiquote,identifier__VIAF,identifier__GND,identifier__LCAuth,identifier__SUDOC,identifier__FAST,website,name__hy,name__vi,name__oc,name__sv,wikipedia__oc,wikipedia__sv,wikipedia__vi,twitter,name__nov,name__pih,name__sco,name__hr,name__ro,name__az,name__sh,wikipedia__az,wikipedia__es,wikipedia__hr,wikipedia__ro,wikipedia__ruwikinews,wikipedia__sh,identifier__IMDB,name__zh,wikipedia__zh,identifier__MusicBrainz,name__da,name__id,wikipedia__da,wikipedia__id,death_date,wikipedia__sco,facebook,name__he,wikipedia__he,name__el,identifier__BNF,identifier__NTA,identifier__ISNI,name__tr,name__crh_latn,name__de_ch,name__en_ca,name__en_gb,name__tt,wikipedia__crh,wikipedia__tr,wikipedia__trwikiquote,wikipedia__tt,wikipedia__plwikiquote,wikipedia__el,name__nn,family_name,name__ie,wikipedia__ie,name__fa,wikipedia__fa,name__cy,wikipedia__hy,wikipedia__hywikiquote,wikipedia__itwikiquote,name__gl,wikipedia__gl,name__ky,name__sr,name__bg,name__kk,name__lb,name__ko,name__pt,name__pt_br,wikipedia__bg,wikipedia__cy,wikipedia__kk,wikipedia__ko,wikipedia__ky,wikipedia__lb,wikipedia__nn,wikipedia__pt,wikipedia__sr,name__sgs,name__bn,wikipedia__bat_smg,wikipedia__bn,wikipedia__cswikiquote,wikipedia__ukwikinews,identifier__Munzinger,name__jv,name__eu,name__bs,name__vo,name__ta,name__ms,name__ckb,name__mk,name__io,name__vec,name__yo,name__scn,name__mn,name__fy,name__th,name__la,name__mr,name__ka,name__hi,name__sah,name__fo,name__ml,name__ne,name__af,wikipedia__af,wikipedia__bgwikiquote,wikipedia__bs,wikipedia__ckb,wikipedia__enwikinews,wikipedia__eu,wikipedia__fo,wikipedia__frwikinews,wikipedia__fy,wikipedia__hi,wikipedia__io,wikipedia__jv,wikipedia__ka,wikipedia__la,wikipedia__mk,wikipedia__ml,wikipedia__mn,wikipedia__mr,wikipedia__ms,wikipedia__sah,wikipedia__scn,wikipedia__simple,wikipedia__svwikiquote,wikipedia__ta,wikipedia__th,wikipedia__vec,wikipedia__vo,wikipedia__yo,identifier__NKC,name__is,name__mg,wikipedia__is,wikipedia__mg,name__uz,name__zh_hans,name__zh_hant,name__zh_hk,wikipedia__uz,identifier__NUKAT,last_seen,name__lad,wikipedia__xmf,name__xmf,name__zh_cn,name__crh,identifier__PACE,identifier__Britannica,instagram,occupation,identifier__livejournal,identifier__vkontakte,wikipedia__ukwikisource,identifier__flickr,wikipedia__dewikinews,wikipedia__elwikinews,wikipedia__eswikinews,wikipedia__srwikinews,identifier__quora,wikipedia__trwikinews,identifier__verkhovna_rada,name__an,name__ast,name__ext,identifier__youtube,identifier__google_plus,identifier__google_knowledge,wikipedia__fawikiquote,identifier__NNDB,wikipedia__bewikiquote,wikipedia__azb,name__azb,identifier__BIBSYS,wikipedia__br,name__br,name__bar,identifier__NLP,name__sl,identifier__google_scholar,identifier__ORCID,noble_title,identifier__GTAA,wikipedia__ast,name__kl,name__ht,name__zu,wikipedia__os,name__os,wikipedia__sq,name__sq
Q4120886,Ємець Леонід Олександрович,Ємець Леонід Олександрович,Ємець Леонід Олександрович,male,1979-08-30,Ємець Леонід Олександрович,,,,"Емец, Леонид Александрович",Leonid Yemets,,,,,,,,Category:Leonid Yemets,,,,"Емец, Леонид Александрович",,https://upload.wikimedia.org/wikipedia/commons/5/5b/Iemets_Leonid_200x300.jpg,,Leonid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://emets.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,4761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4120887,Стець Юрій Ярославович,Стець Юрій Ярославович,Стець Юрій Ярославович,male,1975-12-29,,,,Jurij Steć,"Стець, Юрий Ярославович",Yuriy Stets,,,Yuriy Stets,Jurij Stez,Jurij Stez,,,Category:Yuriy Stets,Yuriy Stets,,Jurij Steć,"Стець, Юрий Ярославович",,https://upload.wikimedia.org/wikipedia/commons/0/03/Стець_Юрій_Ярославович.jpg,/m/012dtfrb,Yuri,,,,,,,,Jurij Stez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jurij Stets,,Jurij Stets,,,,,,,,,,,,,,,,,尤里·斯特茨,尤里·斯特茨,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalist,,,,,,,,,,,11129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4138976,Гіршфельд Анатолій Мусійович,Гіршфельд Анатолій Мусійович,Гіршфельд Анатолій Мусійович,male,1957-08-07,Гіршфельд Анатолій Мусійович,,,,"Гиршфельд, Анатолий Моисеевич",,,,,,,,,,,,,"Гиршфельд, Анатолий Моисеевич",,,,Anatoliy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,5606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4150130,Гройсман Володимир Борисович,Гройсман Володимир Борисович,Гройсман Володимир Борисович,male,1978-01-20,,Гройсман Володимир Борисович,Volodymyr Borysovyč Hrojsman,Wołodymyr Hrojsman,Владимир Борисович Гройсман,Volodymyr Groysman,Volodimir Boriszovics Hrojszman,Volodymyr Groysman,Volodymyr Groysman,Volodymyr Hroïsman,Wolodymyr Hrojsman,Уладзімір Барысавіч Гройсман,Уладзімір Барысавіч Гройсман,Category:Volodymyr Groysman,Volodymyr Groysman,Volodimir Boriszovics Hrojszman,Wołodymyr Hrojsman,"Гройсман, Владимир Борисович",Volodymyr Borysovyč Hrojsman,https://upload.wikimedia.org/wikipedia/commons/7/7b/Volodymyr_Groysman_2016.jpg,/m/0rpf_t2,Volodymyr,ヴォロディーミル・フロイスマン,Volodímir Hroisman,Volodimirs Groismans,Volodymyr Groysman,Volodymyr Hrojsman,,Volodymyr Hrojsman,Wolodymyr Hrojsman,Volodymyr Hroïsman,Volodymyr Groysman,ヴォロディーミル・フロイスマン,Volodimirs Groismans,,Volodymyr Hroisman,Уладзімер Гройсман,Volodõmõr Groisman,Vladimiras Groismanas,Volodymyr Hrojsman,فولوديمير غرويسمان,فولوديمير غرويسمان,Уладзімер Гройсман,,Volodõmõr Groisman,Volodymyr Hroisman,Vladimiras Groismanas,,Volodymyr Hrojsman,Владимир Борисович Гройсман,315946304,1146520689,,,,http://www.vmr.gov.ua/,,Volodymyr Groysman,,Volodymyr Hrojsman,,Volodymyr Hrojsman,Volodymyr Groysman,vgroysman,,,,,Volodîmîr Hroisman,Vladimir Qroysman,Volodimir Grojsman,Vladimir Qroysman,Volodymyr Groysman,,,Категория:Владимир Гройсман,Volodimir Grojsman,,弗拉基米爾·格羅伊斯曼,弗拉基米爾·格羅伊斯曼,,Volodymyr Hrojsman,Volodymyr Groysman,,Volodymyr Groysman,,,volodymyrgroysman,וולודימיר גרויסמן,וולודימיר גרויסמן,Βολοντίμιρ Γκρόισμαν,,,,Vladimir Groysman,,Wolodymyr Hrojsman,Volodymyr Groysman,Volodymyr Groysman,,,Volodımır Hroysman,,,,Βολοντίμιρ Γκρόισμαν,,Groysman,Volodymyr Hroysman,Volodymyr Hroysman,ولادیمیر گرویسمن,ولادیمیر گرویسمن,,,,,,,,Володимир Гројсман,Володимир Гройсман,,,볼로디미르 그로이스만,Volodymyr Borysovych Groysman,Volodymyr Borysovych Groysman,Володимир Гройсман,,,볼로디미르 흐로이스만,,,,Volodymyr Borysovych Groysman,Владимир Гројсман,,,,,,,,,,,,,,,Володимир Гројсман,,,,,,,,Vladimirus Hrojsman,,ვლადიმერ გროისმანი,,,,,,,,,,,,,,,,,,,ვლადიმერ გროისმანი,Vladimirus Hrojsman,,,,,,,,Volodymyr Groysman,,,,,,,,,,,,Volodimir Groysman,,,,Volodimir Groysman,,,Volodymyr Groysman,ვოლოდომირ გროისმანი,ვოლოდომირ გროისმანი,,,,,,politician,,,Автор:Володимир Гройсман,,,,,,,,17973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4163369,Добкін Михайло Маркович,Добкін Михайло Маркович,Добкін Михайло Маркович,male,1970-01-26,Добкін Михайло Маркович,Добкін Михайло Маркович,,Mychajło Dobkin,"Добкин, Михаил Маркович",Mikhail Dobkin,Mykhailo Dobkin,Mykhailo Dobkin,Mykhailo Dobkin,Mikhail Dobkin,Mychajlo Dobkin,,,Category:Mikhail Dobkin,Mykhailo Dobkin,,Mychajło Dobkin,"Добкин, Михаил Маркович",,https://upload.wikimedia.org/wikipedia/commons/1/18/Dobkin01.jpg,,Mikhail,ミクハイル・ドブキン,,,,,,,Mychajlo Dobkin,Mikhaïl Dobkine,,,,,,,,,,,,,,,,,,,Михаил Маркович Добкин,313486487,,,,,,,,,Mykhailo Dobkin,,Mychajlo Dobkin,,,Mikhail Dobkin,Mikhail Dobkin,Mikhail Dobkin,,,,,,Mykhailo Dobkin,,,,,,米哈伊尔·多布金,米哈伊尔·多布金,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dobkin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,5578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4220006,Ківалов Сергій Васильович,Ківалов Сергій Васильович,Ківалов Сергій Васильович,male,1954-05-01,Ківалов Сергій Васильович,,,Serhij Kiwałow,"Кивалов, Сергей Васильевич",Serhij Kivalov,,,,Serhij Kiwalow,Serhij Kiwalow,,,Category:Sergey Kivalov,Serhiy Kivalov,,Serhij Kiwałow,"Кивалов, Сергей Васильевич",,https://upload.wikimedia.org/wikipedia/commons/4/43/Sergey_Kivalov.jpeg,,Sergey,,,,,,,,Serhij Kiwalow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,2320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4222295,Кіссе Антон Іванович,Кіссе Антон Іванович,Кіссе Антон Іванович,male,1958-10-10,Кіссе Антон Іванович,,,Anton Kisse,"Киссе, Антон Иванович",Anton Kisse,,,Anton Kisse,,,,,Category:Anton Kisse,Anton Kisse,,Anton Kisse,"Киссе, Антон Иванович",,https://upload.wikimedia.org/wikipedia/commons/b/b8/Anton_Kisse.jpg,,Anton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103372980,,,,,http://antonkisse.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0001 1695 3357,,,,,,,,,,,,,,,,,,,,,,,,,,,Антон Кисе,,,,,,Антон Кисе,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,7371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4224957,Князевич Руслан Петрович,Князевич Руслан Петрович,Князевич Руслан Петрович,male,1974-06-28,Князевич Руслан Петрович,,,Rusłan Kniazewycz,"Князевич, Руслан Петрович",Rusłan Kniazewycz,,,Rusłan Kniazewycz,,,,,,,,Rusłan Kniazewycz,"Князевич, Руслан Петрович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,1897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4244705,Кужель Олександра Володимирівна,Кужель Олександра Володимирівна,Кужель Олександра Володимирівна,female,1953-07-04,Кужель Олександра Володимирівна,,,,"Кужель, Александра Владимировна",Alexandra Kuzhel,,,Alexandra Kuzhel,,,,,Category:Alexandra Kuzhel,Oleksandra Kuzhel,,,"Кужель, Александра Владимировна",,https://upload.wikimedia.org/wikipedia/commons/0/0b/Kuzhel_O.V..JPG,,Aleksandra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alexandra Kuzhel,,,,,,,,,,,,,,,Alexandra Kuzhel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,economist,,,,,,,,,,,735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4247257,Куніцин Сергій Володимирович,Куніцин Сергій Володимирович,Куніцин Сергій Володимирович,male,1960-07-27,Куніцин Сергій Володимирович,,,Serhij Kunicyn,"Куницын, Сергей Владимирович",Serhiy Kunitsyn,,Serguéi Kunitsyn,Serhiy Kunitsyn,Serhiy Kunitsyn,Serhiy Kunitsyn,,,Category:Serhiy Kunitsyn,Serhiy Kunitsyn,,Serhij Kunicyn,"Куницын, Сергей Владимирович",,https://upload.wikimedia.org/wikipedia/commons/7/79/Serhiy_Kunitsyn.jpg,,Serhiy,セリイイ・クニチイン,,,,,,,,,,,,,,,,,,,,,,,,,,,,1893872,1038079411,n2006025041,,1639582,http://kunitcyn.com/,,,,,,,,,Serhiy Kunitsyn,Serhiy Kunitsyn,Serhiy Kunitsyn,,,,,,Serguéi Kunitsyn,,,,,,,,,,,,,,,,,,Σέρχι Κουνίτσιν,,,0000 0000 4774 0517,Sergiy Kunitsyn,,,Serhiy Kunitsyn,Serhiy Kunitsyn,,,Sergiy Kunitsyn,,,,Σέρχι Κουνίτσιν,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,civil servant,,,,,,,,,,,15840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4248257,Куренной Володимир Костянтинович,Куренной Володимир Костянтинович,Куренной Володимир Костянтинович,male,1967-08-02,Куренной Володимир Костянтинович,,,,"Куренной, Владимир Константинович",Vladimir Kurennoy,,,,,,,,Category:Volodymyr Kurennoy,,,,"Куренной, Владимир Константинович",,https://upload.wikimedia.org/wikipedia/commons/5/53/Volodymyr_Kurennoy2.jpg,,Vladimir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4248332,Курило Віталій Семенович,Курило Віталій Семенович,Курило Віталій Семенович,male,1957-02-02,Курило Віталій Семенович,,,Witalij Kuryło,"Курило, Виталий Семёнович",Vitalii Semenovych Kurylo,,,,,,,,Category:Vitaly Kurilo,Vitalii Kurylo,,Witalij Kuryło,"Курило, Виталий Семёнович",,https://upload.wikimedia.org/wikipedia/commons/0/0f/Курило_Віталій.jpg,,Witalij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,historian,,,,,,,,,,,8803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4256770,Льовочкіна Юлія Володимирівна,Льовочкіна Юлія Володимирівна,Льовочкіна Юлія Володимирівна,female,1977-02-17,Льовочкіна Юлія Володимирівна,,,Julija Lowoczkina,"Лёвочкина, Юлия Владимировна",Yuliya Liovochkina,,,Yuliya Liovochkina,,Julija Wolodymyriwna Ljowotschkina,,,Category:Yuliya Liovochkina,,,Julija Lowoczkina,"Лёвочкина, Юлия Владимировна",,https://upload.wikimedia.org/wikipedia/commons/7/71/Julia_Liovochkina.jpg,,Yulia / Ioulia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,11109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4260580,Лещенко Сергій Анатолійович,Лещенко Сергій Анатолійович,Лещенко Сергій Анатолійович,male,1980-08-30,Лещенко Сергій Анатолійович,Лещенко Сергій Анатолійович,,Serhij Łeszczenko,"Лещенко, Сергей Анатольевич",Serhiy Leshchenko,,,Serhiy Leshchenko,Serhiy Leshchenko,Serhij Leschtschenko,,,Category:Serhiy Leshchenko,Serhiy Leshchenko,,Serhij Łeszczenko,"Лещенко, Сергей Анатольевич",,"https://upload.wikimedia.org/wikipedia/commons/2/23/Serhiy_Leshchenko,_Ambassador's_residence.jpg",/m/012dtd4b,Serhiy,,,,,Serhij Leščenko,,Serhij Leščenko,Serhij Leschtschenko,Sergueï Lechtchenko,,,,,,,,,,,,,,,,,,,,313297812,1044274727,no2015001123,,,,,,Serhí Lèshchenko,,Serhí Lèshchenko,,,Leshchenkos,,,,,,,,,,,,Категория:Сергей Лещенко,,,,,,,,,,,,leshchenko.ukraine,,,,,391750216,0000 0004 4439 1111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Категорія:Сергій Лещенко,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalist,,,,,,,,,,,17977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4282898,Мартиняк Сергій Васильович,Мартиняк Сергій Васильович,Мартиняк Сергій Васильович,male,1971-03-04,Мартиняк Сергій Васильович,,,,"Мартыняк, Сергей Васильевич",,,,,,,,,,,,,"Мартыняк, Сергей Васильевич",,,,Sergey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://w1.c1.rada.gov.ua/pls/site/p_deputat?d_id=15732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,15732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4284677,Матвієнко Анатолій Сергійович,Матвієнко Анатолій Сергійович,Матвієнко Анатолій Сергійович,male,1953-03-22,Матвієнко Анатолій Сергійович,Матвієнко Анатолій Сергійович,,Anatolij Matwijenko,"Матвиенко, Анатолий Сергеевич",Anatoliy Matviyenko,,,Anatoliy Matviyenko,Anatoliy Matviyenko,,,,Category:Anatoliy Matviyenko,Anatoliy Matviyenko,,Anatolij Matwijenko,"Матвиенко, Анатолий Сергеевич",,https://upload.wikimedia.org/wikipedia/commons/1/13/Anatoliy_Matviyenko.jpg,,Anatoliy,アナトリー・マトヴィエンコ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matviyenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,2262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4284682,Матвієнков Сергій Анатолійович,Матвієнков Сергій Анатолійович,Матвієнков Сергій Анатолійович,male,1957-11-16,Матвієнков Сергій Анатолійович,,,,"Матвиенков, Сергей Анатольевич",Sergey Matvienkov,,,Sergey Matvienkov,,,,,Category:Sergey Matvienkov,,,,"Матвиенков, Сергей Анатольевич",,https://upload.wikimedia.org/wikipedia/commons/f/f6/Photo_SAM.jpg,,Sergey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,2356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4284684,Матвійчук Едуард Леонідович,Матвійчук Едуард Леонідович,Матвійчук Едуард Леонідович,male,1963-04-27,Матвійчук Едуард Леонідович,,,Eduard Matwijczuk,"Матвийчук, Эдуард Леонидович",Eduard Matviychuk,,,Eduard Matviychuk,Eduard Matviychuk,Eduard Matviychuk,,,,Eduard Matviychuk,,Eduard Matwijczuk,"Матвийчук, Эдуард Леонидович",,,/m/01117mp_,Eduard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matviichuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4715,,,politician,,,,,,,,,,,5500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q431943,Клюєв Сергій Петрович,Клюєв Сергій Петрович,Клюєв Сергій Петрович,male,1969-08-19,Клюєв Сергій Петрович,,,Serhij Klujew,"Клюев, Сергей Петрович",Serhiy Klyuyev,Szerhij Petrovics Kljujev,Serhiy Klyuyev,Serhiy Klyuyev,Serhiï Kliouïev,Serhij Kljujew,,,,Serhiy Klyuyev,Szerhij Petrovics Kljujev,Serhij Klujew,"Клюев, Сергей Петрович",,https://upload.wikimedia.org/wikipedia/commons/4/4b/Клюєв_Сергій_Петрович_CHUPRINA_VADIM.А.jpg,/m/02vq7n2,Serhiy,,,,Serhij Kljujev,,,,Serhij Kljujew,Serhiï Kliouïev,Serhij Kljujev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kljujew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,8781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4322799,Новинський Вадим Владиславович,Новинський Вадим Владиславович,Новинський Вадим Владиславович,male,1963-06-03,Новинський Вадим Владиславович,,,Wadym Nowinski,"Новинский, Вадим Владиславович",Vadim Novinsky,Vadim Novinsky,Vadim Novinsky,Vadim Novinsky,Vadim Novinsky,,Вадзім Уладзіслававіч Навінскі,,Category:Vadim Novinsky,Vadym Novynskyi,,Wadym Nowynski,"Новинский, Вадим Владиславович",,,,Vadim,,,,,,,,,Vadim Novinsky,,,,,Vadim Novinski,,,,,,,,,,Vadim Novinski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,Автор:Вадим Новинський,,,,,,,,17108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4334621,Омельянович Денис Сергійович,Омельянович Денис Сергійович,Омельянович Денис Сергійович,male,1977-07-17,Омельянович Денис Сергійович,,,,"Омельянович, Денис Сергеевич",Denys Omelyanovych,,,Denys Omelyanovych,,,,,Category:Denys Omelyanovych,,,,"Омельянович, Денис Сергеевич",,https://upload.wikimedia.org/wikipedia/commons/6/67/Омельянович_Денис.jpg,,Denys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,13562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4338552,Остапчук Віктор Миколайович,Остапчук Віктор Миколайович,Остапчук Віктор Миколайович,male,1955-05-16,Остапчук Віктор Миколайович,,,,"Остапчук, Виктор Николаевич",Viktor Ostapchuk,,,,,,,,,Viktor Ostapchuk,,,"Остапчук, Виктор Николаевич",,https://upload.wikimedia.org/wikipedia/commons/0/0f/Остапчук_Віктор_Миколайович_5674_Чуприна_Вадим_А.jpg,,Viktor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ostaptschuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,15817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
