id,name__en,name__de,name__it,name__nl,name__fr,name,wikipedia__en,gender,occupation,death_date,original_wikiname,name__yo,wikipedia__yo,birth_date,given_name,name__new,wikipedia__new,identifier__VIAF,image,identifier__LCAuth,identifier__FAST,identifier__freebase,name__es,name__nb,name__tr,name__ru,name__da,name__nn,name__sv,name__hu,wikipedia__de,wikipedia__no,wikipedia__ru,wikipedia__tr,name__zh_hant,name__zh_cn,name__cy,name__gl,wikipedia__it,wikipedia__sv,wikipedia__fr,identifier__NPG,identifier__hansard,name__ca,wikipedia__ca,identifier__ISNI,identifier__BNF,identifier__SUDOC,identifier__NTA,website,name__af,name__an,name__ast,name__bar,name__bm,name__br,name__co,name__cs,name__de_at,name__de_ch,name__en_ca,name__en_gb,name__eo,name__et,name__eu,name__fi,name__frc,name__frp,name__fur,name__ga,name__gd,name__gsw,name__hr,name__ia,name__id,name__ie,name__io,name__jam,name__kab,name__kg,name__lb,name__li,name__lij,name__lt,name__lv,name__mg,name__min,name__ms,name__nap,name__nds,name__nds_nl,name__nrm,name__oc,name__pap,name__pcd,name__pl,name__pms,name__prg,name__pt,name__pt_br,name__rgn,name__rm,name__ro,name__sc,name__scn,name__sco,name__sk,name__sw,name__vec,name__vi,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu,wikipedia__simple,wikipedia__commons,identifier__nass,wikipedia__ha,name__ha,wikipedia__ig,name__ig,name__sl,identifier__rush,family_name,wikipedia__vi,identifier__GTAA,wikipedia__id,twitter,identifier__google_knowledge,wikipedia__enwikiquote,wikipedia__enwikisource,wikipedia__fi,name__ja,name__zh_hans,name__zh,name__he,name__ar,wikipedia__ar,identifier__PACE
Q35537439,Aliyu Madaki,,,,,Aliyu Madaki,,,politician,,,,,,,,,,,,,,Aliyu Madaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700,,,,,,,,,,,,,,,,,,,,,,
Q35537449,Lazarus Ogbee,,,,,Lazarus Ogbee,,,politician,,,,,,,,,,,,,,Lazarus Ogbee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515,,,,,,,,,,,,,,,,,,,,,,
Q35537462,Iduma Igariwey,,,,,Iduma Igariwey,,,politician,,,,,,,,,,,,,,Iduma Igariwey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,568,,,,,,,,,,,,,,,,,,,,,,
Q35537474,Muntari Dandutse,,,,,Muntari Dandutse,,,politician,,,,,,,,,,,,,,Muntari Dandutse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545,,,,,,,,,,,,,,,,,,,,,,
Q35537487,Shoyinka Olatunji,,,,,Shoyinka Olatunji,,,politician,,,,,,,,,,,,,,Shoyinka Olatunji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,633,,,,,,,,,,,,,,,,,,,,,,
Q35537499,Ochepo Adamu,,,,,Ochepo Adamu,,,politician,,,,,,,,,,,,,,Ochepo Adamu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768,,,,,,,,,,,,,,,,,,,,,,
Q35537514,Abubakar Dahiru,,,,,Abubakar Dahiru,,,politician,,,,,,,,,,,,,,Abubakar Dahiru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,586,,,,,,,,,,,,,,,,,,,,,,
Q35537525,Akeem Adeyemi,,,,,Akeem Adeyemi,,,politician,,,,,,,,,,,,,,Akeem Adeyemi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,855,,,,,,,,,,,,,,,,,,,,,,
Q35537536,Shehu Aliyu,,,,,Shehu Aliyu,,,politician,,,,,,,,,,,,,,Shehu Aliyu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,578,,,,,,,,,,,,,,,,,,,,,,
Q35537550,Babatunde Kolawole,,,,,Babatunde Kolawole,,,politician,,,,,,,,,,,,,,Babatunde Kolawole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,751,,,,,,,,,,,,,,,,,,,,,,
Q35537561,Stella Ngwu,,,,,Stella Ngwu,,female,politician,,,,,,Stella,,,,,,,,Stella Ngwu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,867,,,,,,,,,,,,,,,,,,,,,,
Q35537572,Olemija Stephen,,,,,Olemija Stephen,,,politician,,,,,,,,,,,,,,Olemija Stephen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521,,,,,,,,,,,,,,,,,,,,,,
Q35537589,Sani Daura,,,,,Sani Daura,,,politician,,,,,,,,,,,,,,Sani Daura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437,,,,,,,,,,,,,,,,,,,,,,
Q35537605,Baderinwa Bamidele White,,,,,Baderinwa Bamidele White,,,politician,,,,,,,,,,,,,,Baderinwa Bamidele White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,632,,,,,,,,,,,,,,,,,,,,,,
Q35537616,Johnbull Shekarau,,,,,Johnbull Shekarau,,male,politician,,,,,,,,,,,,,,Johnbull Shekarau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595,,,,,,,,,,,,,,,,,,,,,,
Q35537627,Abiodun Olasupo,,,,,Abiodun Olasupo,,,politician,,,,,,,,,,,,,,Abiodun Olasupo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,893,,,,,,,,,,,,,,,,,,,,,,
Q35537638,Olatubosun Oladele,,,,,Olatubosun Oladele,,,politician,,,,,,,,,,,,,,Olatubosun Oladele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760,,,,,,,,,,,,,,,,,,,,,,
Q35537650,Isah Ibrahim,,,,,Isah Ibrahim,,,politician,,,,,,,,,,,,,,Isah Ibrahim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,919,,,,,,,,,,,,,,,,,,,,,,
Q35537657,Uthman Munir,,,,,Uthman Munir,,,politician,,,,,,,,,,,,,,Uthman Munir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,954,,,,,,,,,,,,,,,,,,,,,,
Q35537669,Owoidighe Ekpoatai,,,,,Owoidighe Ekpoatai,,,politician,,,,,,,,,,,,,,Owoidighe Ekpoatai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,727,,,,,,,,,,,,,,,,,,,,,,
Q35537679,Abdullahi Mohammed,,,,,Abdullahi Mohammed,,,politician,,,,,,,,,,,,,,Abdullahi Mohammed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569,,,,,,,,,,,,,,,,,,,,,,
Q35537692,Suleiman Aminu,,,,,Suleiman Aminu,,,politician,,,,,,,,,,,,,,Suleiman Aminu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650,,,,,,,,,,,,,,,,,,,,,,
Q35537705,Gideon Gwani,,,,,Gideon Gwani,,,politician,,,,,,,,,,,,,,Gideon Gwani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,878,,,,,,,,,,,,,,,,,,,,,,
Q35537718,Danladi Baido,,,,,Danladi Baido,,,politician,,,,,,,,,,,,,,Danladi Baido,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,958,,,,,,,,,,,,,,,,,,,,,,
Q35537731,Idris Ahmed,,,,,Idris Ahmed,,,politician,,,,,,,,,,,,,,Idris Ahmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,766,,,,,,,,,,,,,,,,,,,,,,
Q35537755,Chime Oji,,,,,Chime Oji,,,politician,,,,,,,,,,,,,,Chime Oji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,731,,,,,,,,,,,,,,,,,,,,,,
Q35537766,Binta Bello,,,,,Binta Bello,Binta Bello,female,politician,,Binta Bello,,,1970,,,,,,,,,Binta Bello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539,,,Binta Bello,Binta Bello,,,,,,,,,,,,,,,,,,
Q35537777,Thaddeus Aina,,,,,Thaddeus Aina,,,politician,,,,,,,,,,,,,,Thaddeus Aina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,696,,,,,,,,,,,,,,,,,,,,,,
Q35537790,Aishatu Dukku,,,,Aishatu Dukku,Aishatu Dukku,Aishatu Jibril Dukku,female,politician,,,,,,,,,,,,,,Aishatu Dukku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aishatu Dukku,,,579,,,Aishatu Jibril Dukku,Aishatu Jibril Dukku,,,,,,,,,,,,,,,,,,
Q35537802,Nicholas Shehu,,,,,Nicholas Shehu,,male,politician,,,,,,Nicholas,,,,,,,,Nicholas Shehu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,848,,,,,,,Shehu,,,,,,,,,,,,,,,
Q35537813,D. Muhammad,,,,,D. Muhammad,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,875,,,,,,,,,,,,,,,,,,,,,,
Q35537828,Jones Onyereri,,,,,Jones Onyereri,,,politician,,,,,,,,,,,,,,Jones Onyereri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611,,,,,,,,,,,,,,,,,,,,,,
Q35537842,Edwin Anayo,,,,,Edwin Anayo,,male,politician,,,,,,Edwin,,,,,,,,Edwin Anayo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615,,,,,,,,,,,,,,,,,,,,,,
Q35537853,Ibrahim Baba,,,,,Ibrahim Baba,,male,politician,,,,,,,,,,,,,,Ibrahim Baba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,871,,,,,,,,,,,,,,,,,,,,,,
Q35537862,Mukaila Kassim,,,,,Mukaila Kassim,,,politician,,,,,,,,,,,,,,Mukaila Kassim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,672,,,,,,,,,,,,,,,,,,,,,,
Q35537872,Enitan Badru,,,,,Enitan Badru,,,politician,,,,,,,,,,,,,,Enitan Badru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710,,,,,,,,,,,,,,,,,,,,,,
Q35537883,Ayuba Badamasi,,,,,Ayuba Badamasi,,,politician,,,,,,,,,,,,,,Ayuba Badamasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,649,,,,,,,,,,,,,,,,,,,,,,
Q35537895,Jibrin Santumari,,,,,Jibrin Santumari,,,politician,,,,,,,,,,,,,,Jibrin Santumari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573,,,,,,,,,,,,,,,,,,,,,,
Q35537904,Sani Umar,,,,,Sani Umar,,,politician,,,,,,,,,,,,,,Sani Umar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,614,,,,,,,,,,,,,,,,,,,,,,
Q35537917,Abdulahi Faruk,,,,,Abdulahi Faruk,,,politician,,,,,,,,,,,,,,Abdulahi Faruk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,685,,,,,,,,,,,,,,,,,,,,,,
Q35537928,Pwajok Gyang,,,,,Pwajok Gyang,,,politician,,,,,,,,,,,,,,Pwajok Gyang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,956,,,,,,,,,,,,,,,,,,,,,,
Q35537940,Zakari Salisu,,,,,Zakari Salisu,,,politician,,,,,,,,,,,,,,Zakari Salisu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540,,,,,,,,,,,,,,,,,,,,,,
Q35537951,Ado Alhassan,,,,,Ado Alhassan,,,politician,,,,,,,,,,,,,,Ado Alhassan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,917,,,,,,,,,,,,,,,,,,,,,,
Q35537964,Munir Danagundi,,,,,Munir Danagundi,,,politician,,,,,,,,,,,,,,Munir Danagundi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,918,,,,,,,,,,,,,,,,,,,,,,
Q35537977,Adewale Oluwatayo,,,,,Adewale Oluwatayo,,,politician,,,,,,,,,,,,,,Adewale Oluwatayo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,915,,,,,,,,,,,,,,,,,,,,,,
Q35537989,Akinyede Awodumila,,,,,Akinyede Awodumila,,,politician,,,,,,,,,,,,,,Akinyede Awodumila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,747,,,,,,,,,,,,,,,,,,,,,,
Q35538019,Jibrin Satumari,,,,,Jibrin Satumari,,,politician,,,,,,,,,,,,,,Jibrin Satumari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,588,,,,,,,,,,,,,,,,,,,,,,
Q35538029,Nicholas Mutu,,,,,Nicholas Mutu,,male,politician,,,,,,Nicholas,,,,,,,,Nicholas Mutu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,841,,,,,,,,,,,,,,,,,,,,,,
Q35538044,Bolaji Ayinla,,,,,Bolaji Ayinla,,,politician,,,,,,,,,,,,,,Bolaji Ayinla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,801,,,,,,,,,,,,,,,,,,,,,,
Q35538057,Ibrahim Abdullahi,,,,,Ibrahim Abdullahi,,male,politician,,,,,,,,,,,,,,Ibrahim Abdullahi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,691,,,,,,,,,,,,,,,,,,,,,,
Q35538080,Kurmi Gashaka,,,,,Kurmi Gashaka,,,politician,,,,,,,,,,,,,,Kurmi Gashaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,959,,,,,,,,,,,,,,,,,,,,,,
Q35538089,Randolph Brown,,,,,Randolph Brown,,,politician,,,,,,,,,,,,,,Randolph Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896,,,,,,,Brown,,,,,,,,,,,,,,,
Q35538097,Nasiru Baballe,,,,,Nasiru Baballe,,,politician,,,,,,,,,,,,,,Nasiru Baballe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,933,,,,,,,,,,,,,,,,,,,,,,
Q35538106,Nkem Uzoma,,,,,Nkem Uzoma,,,politician,,,,,,,,,,,,,,Nkem Uzoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,906,,,,,,,,,,,,,,,,,,,,,,
Q35538117,Ogbeide-ihama Omoregie,,,,,Ogbeide-ihama Omoregie,,,politician,,,,,,,,,,,,,,Ogbeide-ihama Omoregie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,618,,,,,,,,,,,,,,,,,,,,,,
Q35538123,Goni Bukar,,,,,Goni Bukar,,,politician,,,,,,,,,,,,,,Goni Bukar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620,,,,,,,,,,,,,,,,,,,,,,
Q35538136,Nassir Ali,,,,,Nassir Ali,,,politician,,,,,,,,,,,,,,Nassir Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543,,,,,,,,,135694,,,,,,,,,,,,,
Q35538144,Adamu Salihu,,,,,Adamu Salihu,,,politician,,,,,,,,,,,,,,Adamu Salihu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,788,,,,,,,,,,,,,,,,,,,,,,
Q35538158,Samuel William,,,,,Samuel William,,male,politician,,,,,,Samuel,,,,,,,,Samuel William,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,641,,,,,,,,,,,,,,,,,,,,,,
Q35538173,Abdulrazak Namdas,,,,,Abdulrazak Namdas,,,politician,,,,,,,,,,,,,,Abdulrazak Namdas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,723,,,,,,,,,,,,,,,,,,,,,,
Q35538185,Agom Jarigbe,,,,,Agom Jarigbe,,,politician,,,,,,,,,,,,,,Agom Jarigbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,535,,,,,,,,,,,,,,,,,,,,,,
Q35538195,Goodluck Opiah,,,,,Goodluck Opiah,,,politician,,,,,,,,,,,,,,Goodluck Opiah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505,,,,,,,,,,,,,,,,,,,,,,
Q35538206,Ebenyi Kingsley,,,,,Ebenyi Kingsley,,,politician,,,,,,,,,,,,,,Ebenyi Kingsley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,673,,,,,,,,,,,,,,,,,,,,,,
Q35538221,Usman Ibrahim,,,,,Usman Ibrahim,,,politician,,,,,,,,,,,,,,Usman Ibrahim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,561,,,,,,,,,,,,,,,,,,,,,,
Q35538233,Chinda Ogundu,,,,,Chinda Ogundu,Kingsley Chinda,male,politician,,Kingsley Chinda,,,1966-03-24,,,,,,,,,Chinda Ogundu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,,,,,,,,,,,,,,,,,,,,,,
Q35538247,Muhammed Gudaji,,,,,Muhammed Gudaji,Muhammed Kazaure Gudaji,male,politician,,Muhammed Kazaure Gudaji,,,1972,,,,,,,,,Muhammed Gudaji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,681,,,,,,,,,,,,,,,,,,,,,,
Q35538256,Abdul-malik Zubairu,,,,,Abdul-malik Zubairu,,,politician,,,,,,,,,,,,,,Abdul-malik Zubairu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581,,,,,,,,,,,,,,,,,,,,,,
Q35538265,Adabah Christian,,,,,Adabah Christian,,,politician,,,,,,,,,,,,,,Adabah Christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,950,,,,,,,,,,,,,,,,,,,,,,
Q35538276,Muhammed Idirisu,,,,,Muhammed Idirisu,,male,politician,,,,,,,,,,,,,,Muhammed Idirisu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,637,,,,,,,,,,,,,,,,,,,,,,
Q35538290,Afe Olowookere,,,,,Afe Olowookere,,,politician,,,,,,,,,,,,,,Afe Olowookere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,754,,,,,,,,,,,,,,,,,,,,,,
Q35538300,Mohammed Sani,,,,,Mohammed Sani,,male,politician,,,,,,Mohammed,,,,,,,,Mohammed Sani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,607,,,,,,,,,,,,,,,,,,,,,,
Q35538315,Emmanuel Akpan,,,,,Emmanuel Akpan,,,politician,,,,,,Emmanuel,,,,,,,,Emmanuel Akpan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,709,,,,,,,,,,,,,,,,,,,,,,
Q35538328,Mayowa Akinfolarin,,,,Mayowa Akinfolarin,Mayowa Akinfolarin,,male,politician,,,,,,,,,,,,,,Mayowa Akinfolarin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mayowa Akinfolarin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,688,,,,,,,,,,,,,,,,,,,,,,
